ID,Neighborhood,District,Population,Multiplier,Latitude,Longitude,Area,EV at P1,EV at P2,EV at P3,EV at P4,EV at P5,EV at P6
538,Katip Mustafa Çelebi,Beyoğlu,834,%0.31874,41.0344829,28.9830132,1.5,1,14,72,166,226,274
549,Ömeravni,Beyoğlu,2092,%0.79953,41.0284233,28.9736808,0.66,3,34,180,417,566,688
575,Müeyyetzade,Beyoğlu,518,%0.19797,41.0263377,28.9747764,0.97,1,9,45,103,140,170
583,Camiikebir,Beyoğlu,2854,%1.09075,41.0349693,28.9593139,1.2,4,47,246,569,772,939
589,Gümüşsuyu,Beyoğlu,2109,%0.80602,41.037184,28.9885081,0.45,3,35,182,420,571,694
601,Hüseyinağa,Beyoğlu,368,%0.14064,41.0349849,28.9784671,0.76,0,6,32,73,100,121
606,Bereketzade,Beyoğlu,405,%0.15478,41.0253357,28.9733181,0.72,1,7,35,81,110,133
610,Asmalımescit,Beyoğlu,463,%0.17695,41.0284233,28.9736808,0.65,1,8,40,92,125,152
629,Evliya Çelebi,Beyoğlu,283,%0.10816,41.0303999,28.9731508,2.6,0,5,24,56,77,93
661,Bedrettin,Beyoğlu,752,%0.28740,41.0289452,28.9688617,1.1,1,12,65,150,203,247
693,Emekyemez,Beyoğlu,121,%0.04624,41.0260034,28.9703855,1.2,0,2,10,24,33,40
739,Kemankeş Kara Mustafa Paşa,Beyoğlu,128,%0.04892,41.0284233,28.9736808,0.9,0,2,11,26,35,42
752,Arapcami,Beyoğlu,91.0,%0.03478,41.0284233,28.9736808,1.1,0,1,8,18,25,30
418,Atatürk,Büyükçekmece,18711,%7.15102,41.0122636,28.6004016,1.2,11,177,1149,3182,4708,5753
446,Mimaroba,Büyükçekmece,18376,%7.02299,41.0045868,28.5372886,1.4,11,174,1129,3125,4624,5650
480,Dizdariye,Büyükçekmece,6987,%2.67031,41.0206023,28.5784482,0.58,4,66,429,1188,1758,2148
534,Fatih,Büyükçekmece,19379,%7.40632,41.0208293,28.586099,2,12,183,1190,3296,4876,5959
537,Ekinoba,Büyükçekmece,12040,%4.60148,41.0101834,28.542241,1.2,7,114,739,2048,3030,3702
543,Sinanoba,Büyükçekmece,14778,%5.64790,40.9970063,28.5365245,1.6,9,140,908,2513,3718,4544
586,Muratçeşme,Büyükçekmece,15632,%5.97428,41.021654,28.579757,2.4,9,148,960,2659,3933,4807
619,Pınartepe,Büyükçekmece,18425,%7.04172,41.003226,28.6018529,3.7,11,174,1132,3134,4636,5665
647,Mimarsinan,Büyükçekmece,8814,%3.36856,41.0160925,28.5604373,2.5,5,83,541,1499,2218,2710
651,Ulus,Büyükçekmece,15732,%6.01250,41.0305283,28.5494574,4.7,9,149,966,2676,3959,4837
656,Cumhuriyet,Büyükçekmece,7553,%2.88663,41.0183305,28.6201513,2.4,5,71,464,1285,1901,2322
664,Hürriyet,Büyükçekmece,20603,%7.87411,41.0315845,28.5474609,6.9,12,195,1265,3504,5184,6335
700,Kumburgaz Merkez,Büyükçekmece,6850,%2.61795,41.0585379,28.4718935,4,4,65,421,1165,1724,2106
717,Yenimahalle,Büyükçekmece,1986,%0.75901,41.0220765,28.474104,1.6,1,19,122,338,500,611
723,Türkoba,Büyükçekmece,13189,%5.04061,41.0342715,28.5232446,11.5,8,125,810,2243,3319,4055
724,Güzelce,Büyükçekmece,6836,%2.61260,40.999476,28.5120854,6,4,65,420,1163,1720,2102
726,19 Mayıs,Büyükçekmece,8337,%3.18626,41.0224834,28.5818267,7.5,5,79,512,1418,2098,2563
738,Çakmaklı,Büyükçekmece,5137,%1.96327,41.0540727,28.6222488,5.5,3,49,316,874,1293,1580
745,Alkent,Büyükçekmece,4635,%1.77142,41.0771599,28.6194181,6.5,3,44,285,788,1166,1425
758,Kamiloba,Büyükçekmece,6800,%2.59884,41.0461249,28.4321197,14.1,4,64,418,1157,1711,2091
759,Bahçelievler,Büyükçekmece,3428,%1.31012,41.0181451,28.4843571,7.2,2,32,211,583,863,1054
762,Celaliye,Büyükçekmece,5484,%2.09589,41.0517357,28.4184843,13.4,3,52,337,933,1380,1686
765,Ahmediye,Büyükçekmece,1233,%0.47123,41.0908328,28.5168102,3,1,12,76,210,310,379
815,Karaağaç,Büyükçekmece,2529,%0.96654,41.1086525,28.5908071,28.3,2,24,155,430,636,778
743,Ferhatpaşa,Çatalca,21572,%8.24444,41.141659,28.4630541,0.51,11,207,1579,5050,8121,10004
773,Kaleiçi,Çatalca,7503,%2.86752,41.1445195,28.4582207,0.5,4,72,549,1756,2825,3480
786,Kestanelik,Çatalca,2286,%0.87367,41.235188,28.495035,0.42,1,22,167,535,861,1060
789,Çanakça,Çatalca,2598,%0.99291,41.245892,28.49407,0.21,1,25,190,608,978,1205
792,Gökçeali,Çatalca,1812,%0.69251,41.2011203,28.4435209,0.59,1,17,133,424,682,840
793,Oklalı,Çatalca,1345,%0.51404,41.224525,28.475758,0.17,1,13,98,315,506,624
803,Çakıl,Çatalca,2491,%0.95202,41.1247706,28.4485283,0.44,1,24,182,583,938,1155
820,Subaşı,Çatalca,1444,%0.55187,41.2267723,28.458469,0.24,1,14,106,338,544,670
821,Kabakça,Çatalca,1624,%0.62066,41.2284603,28.3695911,0.49,1,16,119,380,611,753
822,Muratbey Merkez,Çatalca,1409,%0.53850,41.0957829,28.493608,0.62,1,14,103,330,530,653
823,Çiftlikköy,Çatalca,1872,%0.71545,41.340626,28.407293,0.61,1,18,137,438,705,868
831,Akalan,Çatalca,1085,%0.41467,41.257679,28.419617,0.72,1,10,79,254,408,503
834,Ovayenice,Çatalca,1172,%0.44792,41.100868,28.419697,0.76,1,11,86,274,441,544
841,İhsaniye,Çatalca,1641,%0.62716,41.2544762,28.3585871,2.7,1,16,120,384,618,761
847,İzettin,Çatalca,1017,%0.38868,41.1436804,28.4605154,0.24,1,10,74,238,383,472
850,Örcünlü,Çatalca,561,%0.21440,41.223648,28.523932,1.2,0,5,41,131,211,260
854,Hisarbeyli,Çatalca,369,%0.14103,41.368565,28.474049,,0,4,27,86,139,171
857,Bahşayiş,Çatalca,367,%0.14026,41.1112665,28.5407916,0.38,0,4,27,86,138,170
859,Karacaköy,Çatalca,2490,%0.95163,41.4022498,28.3816684,0.35,1,24,182,583,937,1155
861,Gümüşpınar,Çatalca,851,%0.32524,41.314438,28.285694,0.61,0,8,62,199,320,395
862,Elbasan,Çatalca,563,%0.21517,41.139164,28.415209,0.45,0,5,41,132,212,261
863,Hallaçlı,Çatalca,1213,%0.46359,41.3204276,28.1000039,0.28,1,12,89,284,457,563
865,Örencik,Çatalca,790,%0.30192,41.329559,28.482586,0.47,0,8,58,185,297,366
870,Ormanlı,Çatalca,1051,%0.40167,41.392712,28.453407,0.53,1,10,77,246,396,487
871,Dağyenice,Çatalca,713,%0.27250,41.273354,28.482552,0.68,0,7,52,167,268,331
873,Atatürk,Çatalca,1127,%0.43072,41.4121535,28.1851826,0.54,1,11,82,264,424,523
874,Başak,Çatalca,386,%0.14752,41.332951,28.445322,0.34,0,4,28,90,145,179
875,İnceğiz,Çatalca,772,%0.29505,41.1859009,28.4035095,0.49,0,7,57,181,291,358
877,Kalfa,Çatalca,776,%0.29657,41.289814,28.437193,0.55,0,7,57,182,292,360
895,Aydınlar,Çatalca,829,%0.31683,41.3750651,28.2055315,0.48,0,8,61,194,312,384
904,Yazlık,Çatalca,356,%0.13606,41.293289,28.518435,0.61,0,3,26,83,134,165
907,Karamandere,Çatalca,553,%0.21135,41.376106,28.3065,0.54,0,5,40,129,208,256
910,Kızılcaali,Çatalca,220,%0.08408,41.2362303,28.5594042,0.53,0,2,16,51,83,102
914,Yalıköy,Çatalca,1469,%0.56143,41.477085,28.296103,0.45,1,14,108,344,553,681
917,Nakkaş,Çatalca,818,%0.31263,41.1872859,28.5561065,0.35,0,8,60,191,308,379
935,Belgrat,Çatalca,358,%0.13682,41.3784267,28.3840477,0.44,0,3,26,84,135,166
939,Celepköy,Çatalca,239,%0.09134,41.3654071,28.4997591,0.48,0,2,17,56,90,111
940,Yaylacık,Çatalca,58.0,%0.02217,41.3571169,28.2198949,0.56,0,1,4,14,22,27
950,Fatih,Çatalca,1257,%0.48040,41.4136692,28.1882968,0.49,1,12,92,294,473,583
91,Çamlık,Çekmeköy,20672,%7.90048,41.0172216,29.193114,0.54,4,75,521,1526,2327,2851
175,Mehmet Akif,Çekmeköy,31401,%12.00092,41.0208017,29.1857684,1.1,7,114,792,2317,3535,4330
208,Hamidiye,Çekmeköy,29311,%11.20216,41.0268635,29.1885101,0.56,6,107,739,2163,3300,4042
244,Cumhuriyet,Çekmeköy,12709,%4.85716,41.0227969,29.2244591,1.1,3,46,320,938,1431,1753
259,Aydınlar,Çekmeköy,16681,%6.37519,41.0173692,29.2304405,0.84,4,61,421,1231,1878,2300
320,Güngören,Çekmeköy,8228,%3.14460,41.0268708,29.2201494,0.59,2,30,207,607,926,1135
334,Mimar Sinan,Çekmeköy,24057,%9.19417,41.032758,29.1750966,0.96,5,88,607,1775,2708,3317
371,Sultançiftliği,Çekmeköy,15472,%5.91313,41.0331471,29.2236464,0.87,3,56,390,1142,1742,2134
453,Soğukpınar,Çekmeköy,7939,%3.03415,41.0246995,29.2340241,0.77,2,29,200,586,894,1095
456,Kirazlıdere,Çekmeköy,8925,%3.41098,41.0197528,29.2160814,0.78,2,33,225,659,1005,1231
468,Taşdelen,Çekmeköy,7411,%2.83236,41.031185,29.2311306,0.72,2,27,187,547,834,1022
602,Ekşioğlu,Çekmeköy,7110,%2.71732,41.0301325,29.2394911,2.6,2,26,179,525,800,980
626,Alemdağ,Çekmeköy,6527,%2.49451,41.0496927,29.237004,1.6,1,24,165,482,735,900
668,Merkez,Çekmeköy,24594,%9.39940,41.0369088,29.1771094,3.7,5,90,620,1815,2769,3391
682,Nişantepe,Çekmeköy,10236,%3.91202,41.0408946,29.2656098,1.2,2,37,258,755,1152,1411
706,Çatalmeşe,Çekmeköy,8360,%3.19505,41.0501563,29.2438632,1.6,2,30,211,617,941,1153
801,Koçullu,Çekmeköy,1365,%0.52168,41.077195,29.3483633,1.2,0,5,34,101,154,188
807,Reşadiye,Çekmeköy,2132,%0.81481,41.0784643,29.2549655,1.4,0,8,54,157,240,294
812,Sırapınar,Çekmeköy,885,%0.33823,41.1017648,29.3281738,6.2,0,3,22,65,100,122
816,Ömerli,Çekmeköy,4073,%1.55663,41.0770043,29.3303927,3.7,1,15,103,301,459,562
833,Hüseyinli,Çekmeköy,771,%0.29466,41.122304,29.2927641,,0,3,19,57,87,106
2,Fatih,Esenler,45797,%17.50282,41.043386,28.8674705,0.43,16,266,1868,5531,8495,10413
4,Nenehatun,Esenler,43328,%16.55921,41.0370239,28.8802419,0.48,15,252,1767,5233,8037,9851
6,Kâzım Karabekir,Esenler,35790,%13.67832,41.0464076,28.8731584,0.3,12,208,1459,4322,6639,8138
10,Davutpaşa,Esenler,16727,%6.39277,41.0317026,28.8906911,1.3,6,97,682,2020,3103,3803
11,Turgutreis,Esenler,46953,%17.94462,41.0376175,28.8824519,1.4,16,273,1915,5671,8710,10676
15,Mimarsinan,Esenler,13092,%5.00354,41.0376175,28.8824519,0.54,4,76,534,1581,2429,2977
17,Menderes,Esenler,32987,%12.60706,41.0395441,28.8804397,1,11,192,1345,3984,6119,7500
24,Namık Kemal,Esenler,16334,%6.24257,41.0311027,28.8955728,0.51,6,95,666,1973,3030,3714
26,Fevzi Çakmak,Esenler,33610,%12.84516,41.0387523,28.883188,0.66,11,195,1371,4059,6235,7642
68,Havaalanı,Esenler,34313,%13.11383,41.0563871,28.8694017,1.1,12,200,1399,4144,6365,7802
112,Birlik,Esenler,28455,%10.87501,41.0516003,28.8715638,0.44,10,165,1160,3437,5278,6470
116,Tuna,Esenler,33398,%12.76414,41.0529878,28.8588572,0.74,11,194,1362,4034,6195,7594
228,Kemer,Esenler,22007,%8.41069,41.0526257,28.876571,0.88,7,128,897,2658,4082,5004
395,Oruçreis,Esenler,45372,%17.34039,41.058995,28.8572785,0.92,15,264,1850,5480,8416,10316
404,Yavuz Selim,Esenler,3839,%1.46720,41.0352866,28.8925614,0.94,1,22,157,464,712,873
688,Çiftehavuzlar,Esenler,2567,%0.98106,41.0266695,28.8960455,9.5,1,15,105,310,476,584
30,İncirtepe,Esenyurt,25506,%9.74795,41.0206769,28.6909976,29.2,12,180,1075,2769,3948,4813
38,Saadetdere,Esenyurt,21850,%8.35069,41.0081748,28.6976834,16.5,11,154,921,2372,3382,4123
52,Mehterçeşme,Esenyurt,36090,%13.79297,41.0185614,28.6628747,26.8,18,255,1522,3919,5586,6810
56,Üçevler,Esenyurt,25490,%9.74184,41.0266491,28.6801351,47.1,12,180,1075,2768,3945,4810
63,Şehitler,Esenyurt,15915,%6.08244,41.0332974,28.6550502,27.5,8,112,671,1728,2463,3003
66,Talatpasa,Esenyurt,26077,%9.96618,41.0229955,28.6721151,10.8,13,184,1099,2831,4036,4921
71,Süleymaniye,Esenyurt,28839,%11.02177,41.0439199,28.6810152,15.7,14,203,1216,3131,4464,5442
72,Pınar,Esenyurt,36477,%13.94088,41.0335095,28.6655807,5,18,257,1538,3961,5646,6883
80,Çınar,Esenyurt,28093,%10.73666,41.0411611,28.6642095,8.3,14,198,1184,3050,4348,5301
87,Necip Fazıl Kısakürek,Esenyurt,17161,%6.55864,41.0309904,28.6527815,18.4,8,121,724,1863,2656,3238
92,İnönü,Esenyurt,24472,%9.35277,41.0270909,28.6866366,,12,173,1032,2657,3788,4618
97,Balıkyolu,Esenyurt,26828,%10.25320,41.0396612,28.6904284,0.23,13,189,1131,2913,4152,5063
101,Mehmet Akif Ersoy,Esenyurt,22844,%8.73058,41.0138079,28.6667966,0.47,11,161,963,2480,3536,4311
107,Bağlarçeşme,Esenyurt,28514,%10.89756,41.0350405,28.6760001,0.43,14,201,1202,3096,4413,5381
108,Fatih,Esenyurt,25282,%9.66234,41.0298974,28.6746475,0.44,12,178,1066,2745,3913,4771
110,Hürriyet,Esenyurt,24769,%9.46628,41.031599,28.6466704,0.31,12,175,1044,2689,3834,4674
113,Yenikent,Esenyurt,20962,%8.01131,41.0368086,28.6808544,0.32,10,148,884,2276,3244,3956
147,Cumhuriyet,Esenyurt,14369,%5.49158,41.0169451,28.6489243,0.35,7,101,606,1560,2224,2712
148,İstiklal,Esenyurt,18108,%6.92056,41.0370676,28.6490868,0.36,9,128,763,1966,2803,3417
159,Örnek,Esenyurt,18499,%7.07000,41.0447965,28.6703501,0.46,9,131,780,2009,2863,3491
160,Namik Kemal,Esenyurt,21366,%8.16571,41.009735,28.692851721415,0.31,10,151,901,2320,3307,4032
164,Yunus Emre,Esenyurt,18739,%7.16172,41.0285572,28.693938,0.5,9,132,790,2035,2900,3536
170,Turgut Özal,Esenyurt,24050,%9.19149,41.0046495,28.6938819,0.47,12,170,1014,2611,3722,4538
205,Sultaniye,Esenyurt,17294,%6.60947,41.03369,28.6827178,0.45,8,122,729,1878,2677,3264
233,Yeşilkent,Esenyurt,31751,%12.13468,41.0265322,28.6637265,0.42,15,224,1339,3448,4914,5992
238,Battalgazi,Esenyurt,15621,%5.97008,41.0394344,28.6562357,0.29,8,110,659,1696,2418,2948
342,Barbaros Hayrettin Paşa,Esenyurt,21017,%8.03233,41.0182515,28.6414475,0.31,10,148,886,2282,3253,3966
353,Aşık Veysel,Esenyurt,15953,%6.09696,41.0585357,28.6738904,0.41,8,113,673,1732,2469,3010
380,Akevler,Esenyurt,10294,%3.93419,41.0191199,28.67678,0.21,5,73,434,1118,1593,1943
406,Güzelyurt (Haramidere),Esenyurt,15146,%5.78854,41.0342862,28.6801113,0.36,7,107,639,1645,2344,2858
408,Mevlana,Esenyurt,13636,%5.21144,41.0124992,28.6567189,0.28,7,96,575,1481,2111,2573
422,Piri Reis,Esenyurt,11389,%4.35268,41.0199712,28.6480848,0.62,6,80,480,1237,1763,2149
450,Esenkent,Esenyurt,10183,%3.89177,41.0593586,28.6809268,0.067,5,72,429,1106,1576,1922
547,Akşemseddin,Esenyurt,6519,%2.49145,41.0172962,28.6944236,0.78,3,46,275,708,1009,1230
552,Selahaddin Eyyubi,Esenyurt,22624,%8.64650,41.044908,28.6622124,0.13,11,160,954,2457,3502,4269
556,Atatürk,Esenyurt,13077,%4.99780,41.037115,28.636196,0.066,6,92,551,1420,2024,2468
560,Osmangazi,Esenyurt,29605,%11.31452,41.0415514,28.6458279,0.17,14,209,1248,3214,4582,5587
571,Ardıçlıevler,Esenyurt,8524,%3.25772,41.051988,28.67132,0.64,4,60,359,926,1319,1609
574,Zafer,Esenyurt,11807,%4.51243,41.0176797,28.6855692,0.15,6,83,498,1282,1827,2228
596,Ardıçlı,Esenyurt,6767,%2.58623,41.0461686,28.6798101,0.089,3,48,285,735,1047,1277
641,Koza,Esenyurt,5159,%1.97168,41.0645603,28.6652589,0.13,3,36,218,560,798,974
659,Akçaburgaz,Esenyurt,19365,%7.40097,41.0733127,28.6334269,0.97,9,137,816,2103,2997,3654
672,Orhan Gazi,Esenyurt,10461,%3.99801,41.0655655,28.658303,0.83,5,74,441,1136,1619,1974
37,Rami Cuma,Eyüpsultan,14651,%5.59936,41.0498909,28.9216081,0.25,14,228,1491,4154,6166,7537
114,Esentepe,Eyüpsultan,19987,%7.63868,41.0686652,28.9393536,0.11,19,311,2034,5667,8412,10282
157,Düğmeciler,Eyüpsultan,18435,%7.04554,41.0466275,28.9255064,0.086,18,287,1876,5227,7759,9484
214,Silahtarağa,Eyüpsultan,9263,%3.54016,41.0613259,28.940346,0.051,9,144,942,2626,3899,4765
218,Yeşilpınar,Eyüpsultan,38497,%14.71289,41.0785373,28.9195063,0.1,38,599,3917,10915,16203,19805
227,Akşemsettin,Eyüpsultan,41073,%15.69739,41.0848272,28.9276515,0.2,40,639,4179,11645,17287,21130
234,İslambey,Eyüpsultan,15321,%5.85542,41.0467033,28.931477,0.14,15,238,1559,4344,6448,7882
240,Çırçır,Eyüpsultan,28537,%10.90635,41.0798955,28.9382959,0.18,28,444,2903,8091,12011,14681
243,Rami Yeni,Eyüpsultan,13904,%5.31387,41.0515003,28.9175748,0.085,14,216,1415,3942,5852,7153
271,Nişancı,Eyüpsultan,16191,%6.18792,41.0432626,28.9360561,0.15,16,252,1647,4591,6815,8330
272,Karadolap,Eyüpsultan,26979,%10.31091,41.0747846,28.934217,0.078,26,420,2745,7649,11355,13879
294,Sakarya,Eyüpsultan,9966,%3.80883,41.0647435,28.9405122,0.051,10,155,1014,2826,4195,5127
460,Emniyettepe,Eyüpsultan,9397,%3.59137,41.0700073,28.9490344,0.29,9,146,956,2664,3955,4834
469,Merkez,Eyüpsultan,10914,%4.17114,41.0474069,28.9356137,0.88,11,170,1110,3094,4594,5615
522,Alibeyköy,Eyüpsultan,9569,%3.65711,41.077272,28.946901,0.11,9,149,974,2713,4027,4923
617,Defterdar,Eyüpsultan,4709,%1.79970,41.0372014,28.934288,0.31,5,73,479,1335,1982,2423
644,Güzeltepe,Eyüpsultan,34564,%13.20976,41.0746225,28.9531946,0.11,34,537,3517,9800,14547,17782
673,Topçular,Eyüpsultan,4673,%1.78594,41.0411044,28.9254323,0.15,5,73,475,1325,1967,2404
718,Göktürk Merkez,Eyüpsultan,36843,%14.08076,41.1787211,28.8909689,0.083,36,573,3748,10446,15507,18954
775,Mimarsinan,Eyüpsultan,4882,%1.86582,41.0478358,28.9327383,0.047,5,76,497,1384,2055,2512
798,Pirinççi,Eyüpsultan,3561,%1.36095,41.1632307,28.8506496,0.063,3,55,362,1010,1499,1832
806,Mithatpaşa,Eyüpsultan,5179,%1.97932,41.1604821,28.9135587,0.2,5,81,527,1468,2180,2664
819,Akpınar,Eyüpsultan,2275,%0.86947,41.280502,28.809507,0.1,2,35,231,645,958,1170
835,Işıklar,Eyüpsultan,569,%0.21746,41.2267337,28.8266251,0.11,1,9,58,161,239,293
852,Ağaçlı,Eyüpsultan,671,%0.25644,41.2658576,28.8753422,,1,10,68,190,282,345
872,İhsaniye,Eyüpsultan,160,%0.06115,41.240585,28.8081807,0.36,0,2,16,45,67,82
894,Odayeri,Eyüpsultan,195,%0.07453,41.2361051,28.8538837,0.46,0,3,20,55,82,100
948,Çiftalan,Eyüpsultan,149,%0.05695,41.2531131,28.9078193,0.33,0,2,15,42,63,77
29,Atikali,Fatih,15133,%5.78357,41.0245097,28.9438294,0.88,41,457,2140,4503,5905,7166
57,Seyyid Ömer,Fatih,26773,%10.23218,41.0094787,28.9313786,1.4,73,808,3786,7966,10447,12679
60,Hırkaişerif,Fatih,24649,%9.42042,41.006381,28.9758715,0.64,67,744,3486,7334,9618,11673
61,Akşemsettin,Fatih,24856,%9.49953,41.0188839,28.9460241,0.29,68,750,3515,7396,9699,11771
70,Silivrikapı,Fatih,16823,%6.42946,41.0054068,28.9268933,0.88,46,508,2379,5006,6565,7967
75,Sümbülefendi,Fatih,17016,%6.50322,41.00333885,28.9299201258074,0.61,46,513,2406,5063,6640,8058
79,Yavuz Sultan Selim,Fatih,18294,%6.99165,41.0270411,28.9550654,0.6,50,552,2587,5443,7139,8663
86,Derviş Ali,Fatih,18632,%7.12083,41.0295845,28.9392841,0.7,51,562,2635,5544,7270,8823
102,Şehremini,Fatih,22028,%8.41872,41.0138832,28.9327162,0.85,60,665,3115,6554,8596,10432
106,Zeyrek,Fatih,14769,%5.64446,41.0172116,28.9533439,0.32,40,446,2089,4395,5763,6994
131,Kocamustafapaşa,Fatih,21851,%8.35107,41.0039596,28.9302174,1.5,60,659,3090,6502,8527,10348
132,Mevlanakapı,Fatih,20470,%7.82328,41.013311,28.9237485,0.98,56,618,2895,6091,7988,9694
149,Mollagürani,Fatih,18296,%6.99241,41.006381,28.9758715,,50,552,2587,5444,7139,8664
154,İskenderpaşa,Fatih,16686,%6.37710,41.0153898,28.9502718,0.37,45,504,2360,4965,6511,7902
155,Hasekisultan,Fatih,11377,%4.34809,41.0092592,28.9451769,0.26,31,343,1609,3385,4439,5388
177,Ali Kuşçu,Fatih,11253,%4.30070,41.0206955,28.9484468,0.74,31,340,1591,3348,4391,5329
189,Balat,Fatih,13802,%5.27488,41.0320032,28.9482931,0.79,38,417,1952,4107,5386,6536
198,Nişanca,Fatih,6866,%2.62407,41.006884,28.960263,0.36,19,207,971,2043,2679,3251
200,Karagümrük,Fatih,11640,%4.44861,41.0268821,28.9373882,0.32,32,351,1646,3463,4542,5512
224,Cibali,Fatih,8057,%3.07925,41.0235835,28.9593551,1.3,22,243,1139,2397,3144,3815
232,Ayvansaray,Fatih,17777,%6.79406,41.0381763,28.9425695,0.72,48,536,2514,5290,6937,8418
264,Saraçishak,Fatih,1700,%0.64971,41.0065606,28.963701,0.73,5,51,240,506,663,805
296,Yedikule,Fatih,17399,%6.64960,40.9943767,28.9245673,0.7,47,525,2461,5177,6789,8239
321,Muhsinehatun,Fatih,2576,%0.98450,41.0047281,28.9625315,0.97,7,78,364,766,1005,1220
360,Eminsinan,Fatih,1225,%0.46817,41.0070824,28.9697509,,3,37,173,364,478,580
364,Katip Kasım,Fatih,3069,%1.17292,41.0062654,28.9551397,1,8,93,434,913,1198,1453
370,Topkapı,Fatih,11429,%4.36797,41.0207107,28.9281683,1.4,31,345,1616,3401,4460,5412
390,Şehsuvarbey,Fatih,2557,%0.97724,41.0047129,28.9672109,1.4,7,77,362,761,998,1211
426,Mollahüsrev,Fatih,1301,%0.49722,41.0156647,28.9588237,1.4,4,39,184,387,508,616
462,Kalenderhane,Fatih,1673,%0.63939,41.0142172,28.9587331,1.3,5,50,237,498,653,792
477,Aksaray,Fatih,11758,%4.49370,41.0083123,28.9502838,1.5,32,355,1663,3499,4588,5568
509,Cerrahpaşa,Fatih,9147,%3.49582,41.005246,28.9362529,1.8,25,276,1294,2722,3569,4332
516,Binbirdirek,Fatih,1671,%0.63863,41.0070922,28.9721964,1.7,5,50,236,497,652,791
526,Küçükayasofya,Fatih,2594,%0.99138,41.0035865,28.9723346,1.2,7,78,367,772,1012,1228
561,Mimar Hayrettin,Fatih,888,%0.33938,41.0075488,28.9672073,0.81,2,27,126,264,347,421
562,Hoca Giyasettin,Fatih,697,%0.26638,41.019722,28.9616858,1.8,2,21,99,207,272,330
620,Yavuzsinan,Fatih,252,%0.09631,41.0202566,28.9625709,0.83,1,8,36,75,98,119
634,Hacıkadın,Fatih,414,%0.15822,41.0192279,28.9597045,0.53,1,12,59,123,162,196
638,Sultanahmet,Fatih,783,%0.29925,41.0041141,28.9769087,0.54,2,24,111,233,306,371
646,Alemdar,Fatih,488,%0.18651,41.0097793,28.976421,1.5,1,15,69,145,190,231
648,Kemalpaşa,Fatih,618,%0.23619,41.0116066,28.9554577,0.78,2,19,87,184,241,293
671,Demirtaş,Fatih,242,%0.09249,41.0176226,28.9661893,0.96,1,7,34,72,94,115
675,Mimar Kemalettin,Fatih,411,%0.15708,41.008744,28.9632751,0.66,1,12,58,122,160,195
678,Mesihpaşa,Fatih,206,%0.07873,41.0082394,28.9546142,0.7,1,6,29,61,80,98
680,Tayahatun,Fatih,131,%0.05007,41.0121022,28.9694435,1.7,0,4,19,39,51,62
681,Süleymaniye,Fatih,709,%0.27097,41.0150133,28.9655085,1.7,2,21,100,211,277,336
687,Cankurtaran,Fatih,1909,%0.72959,41.0062855,28.9811439,,5,58,270,568,745,904
716,Balabanağa,Fatih,146,%0.05580,41.0107246,28.9583162,1.1,0,4,21,43,57,69
722,Hocapaşa,Fatih,360,%0.13759,41.013878,28.9765078,1.1,1,11,51,107,140,170
732,Beyazıt,Fatih,114,%0.04357,41.009722,28.9665055,0.33,0,3,16,34,44,54
740,Mollafenari,Fatih,135,%0.05159,41.0093709,28.9706351,1.8,0,4,19,40,53,64
753,Mercan,Fatih,48.0,%0.01834,41.013183,28.9674617,1.4,0,1,7,14,19,23
755,Tahtakale,Fatih,24.0,%0.00917,41.0162853,28.9689108,1.2,0,1,3,7,9,11
760,Sururi,Fatih,30.0,%0.01147,41.0133247,28.9716378,0.53,0,1,4,9,12,14
764,Hobyar,Fatih,82.0,%0.03134,41.0154966,28.9744019,2.6,0,2,12,24,32,39
785,Rüstempaşa,Fatih,25.0,%0.00955,41.0168686,28.9706209,1.1,0,1,4,7,10,12
799,Sarıdemir,Fatih,14.0,%0.00535,41.0182733,28.9671737,0.93,0,0,2,4,5,7
27,Şemsipaşa,Gaziosmanpaşa,24409,%9.32870,41.0675597,28.9080246,0.77,9,144,996,2910,4435,5432
43,Hürriyet,Gaziosmanpaşa,28739,%10.98355,41.0668961,28.9002839,1.8,10,170,1173,3426,5222,6396
51,Karlıtepe,Gaziosmanpaşa,19517,%7.45906,41.0587202,28.9279186,1.5,7,115,796,2327,3546,4343
69,Barbaros Hayrettin Paşa,Gaziosmanpaşa,50748,%19.39500,41.0741036,28.8903557,1.4,18,300,2071,6050,9220,11294
73,Kâzım Karabekir,Gaziosmanpaşa,47072,%17.99010,41.080295,28.9107197,2.5,16,278,1921,5612,8553,10476
76,Karadeniz,Gaziosmanpaşa,73225,%27.98532,41.0810179,28.8819895,1.4,26,433,2988,8730,13304,16296
125,Bağlarbaşı,Gaziosmanpaşa,28843,%11.02329,41.0631149,28.9143839,2.9,10,170,1177,3439,5241,6419
135,Pazariçi,Gaziosmanpaşa,12622,%4.82391,41.0591205,28.9344768,1.9,4,75,515,1505,2293,2809
141,Yenimahalle,Gaziosmanpaşa,36751,%14.04559,41.0757441,28.9020537,4,13,217,1499,4381,6677,8179
143,Sarıgöl,Gaziosmanpaşa,25095,%9.59087,41.058849,28.9179346,,9,148,1024,2992,4560,5585
166,Fevzi Çakmak,Gaziosmanpaşa,22748,%8.69389,41.0716438,28.9048289,0.29,8,134,928,2712,4133,5062
