ID,Neighborhood,District,Population,Multiplier,Latitude,Longitude,Area,EV at P1,EV at P2,EV at P3,EV at P4,EV at P5,EV at P6
45,Kemalpaşa,Bağcılar,34581,%13.21626,41.0511389,28.8514469,0.7,23,356,2365,7348,12955,16956
55,Kâzım Karabekir,Bağcılar,28688,%10.96406,41.0256078,28.8455217,1.1,19,296,1962,6096,10748,14067
83,Demirkapı,Bağcılar,55446,%21.19050,41.0497862,28.8367479,0.53,36,571,3792,11782,20772,27187
90,Barbaros,Bağcılar,21929,%8.38088,41.0245293,28.8387167,2,14,226,1500,4660,8215,10753
93,İnönü,Bağcılar,24735,%9.45329,41.0328836,28.8541921,1.3,16,255,1692,5256,9267,12128
95,Sancaktepe,Bağcılar,19528,%7.46326,41.0366758,28.8571152,3.2,13,201,1336,4150,7316,9575
99,Fevzi Çakmak,Bağcılar,35448,%13.54761,41.0457899,28.8556182,4.4,23,365,2425,7532,13280,17381
117,Kirazlı,Bağcılar,43390,%16.58290,41.0318236,28.8422874,,28,447,2968,9220,16255,21276
122,Yenimahalle,Bağcılar,34907,%13.34085,41.0416128,28.8397196,0.23,23,360,2388,7417,13077,17116
124,Yavuzselim,Bağcılar,28833,%11.01947,41.0355961,28.8516841,0.19,19,297,1972,6127,10802,14138
136,Hürriyet,Bağcılar,25196,%9.62947,41.0278845,28.8308208,1.3,16,260,1723,5354,9439,12354
163,Güneşli,Bağcılar,46831,%17.89800,41.0330866,28.8305182,0.38,31,482,3203,9951,17545,22963
169,Yüzüncü Yıl,Bağcılar,49136,%18.77893,41.0603851,28.85286,0.29,32,506,3361,10441,18408,24093
215,Merkez,Bağcılar,26146,%9.99255,41.0323551,28.8633027,0.64,17,269,1788,5556,9795,12820
247,Evren,Bağcılar,50755,%19.39768,41.0378945,28.8195777,2.1,33,523,3471,10785,19015,24887
281,Göztepe,Bağcılar,37553,%14.35210,41.0605086,28.835553,1.8,25,387,2568,7980,14069,18413
491,Bağlar,Bağcılar,15683,%5.99377,41.0228866,28.8248289,0.69,10,162,1073,3332,5875,7690
613,Mahmutbey,Bağcılar,24596,%9.40016,41.0551119,28.8306301,1.2,16,253,1682,5226,9215,12060
7,Hürriyet,Bahçelievler,47377,%18.10667,40.9941482,28.8411642,3,34,527,3467,10684,18738,24476
9,Siyavuşpaşa,Bahçelievler,65868,%25.17361,40.9988133,28.8541961,1.6,47,733,4820,14854,26052,34029
13,Zafer,Bahçelievler,85464,%32.66286,41.0007517,28.8375769,0.64,61,951,6254,19273,33802,44153
18,Soğanlı,Bahçelievler,71388,%27.28325,41.0109005,28.8555162,13.3,51,795,5224,16098,28235,36881
49,Cumhuriyet,Bahçelievler,41720,%15.94466,41.0171118,28.8529333,,30,464,3053,9408,16501,21553
77,Şirinevler,Bahçelievler,57641,%22.02939,40.9956523,28.8486348,0.84,41,642,4218,12998,22798,29779
94,Fevzi Çakmak,Bahçelievler,26191,%10.00975,41.0016533,28.8329435,0.23,19,292,1917,5906,10359,13531
173,Kocasinan,Bahçelievler,72738,%27.79920,41.0170357,28.8419751,0.81,52,810,5323,16403,28769,37578
250,Çobançeşme,Bahçelievler,33552,%12.82299,41.0043769,28.826637,1.5,24,373,2455,7566,13270,17334
340,Bahçelievler,Bahçelievler,61832,%23.63112,40.9954814,28.8633136,0.59,44,688,4525,13944,24455,31944
566,Yenibosna,Bahçelievler,34683,%13.25524,41.0134935,28.8251315,0.49,25,386,2538,7821,13718,17918
220,Yenimahalle,Bakırköy,6953,%2.65732,40.9795971,28.8795876,0.84,13,150,760,1899,2935,3671
230,Cevizlik,Bakırköy,5363,%2.04965,40.9785065,28.8755338,1.3,10,116,586,1465,2264,2832
236,Kartaltepe,Bakırköy,37778,%14.43810,40.9852114,28.8759551,0.81,70,817,4131,10318,15948,19947
308,Sakızağacı,Bakırköy,8137,%3.10982,40.9777116,28.8792335,1.7,15,176,890,2222,3435,4296
358,Zeytinlik,Bakırköy,5376,%2.05461,40.9789622,28.8724028,,10,116,588,1468,2270,2839
461,Ataköy 3-4-11. kısım,Bakırköy,8150,%3.11479,40.9812802,28.8594558,0.27,15,176,891,2226,3441,4303
482,Ataköy 7-8-9-10. kısım,Bakırköy,24444,%9.34207,40.9863878,28.8464657,0.66,45,529,2673,6676,10319,12906
494,Zuhuratbaba,Bakırköy,20966,%8.01284,40.9824138,28.8711297,0.6,39,453,2292,5726,8851,11070
497,Yeşilyurt,Bakırköy,7816,%2.98714,40.964175,28.8381027,0.55,14,169,855,2135,3300,4127
504,Ataköy 2-5-6. kısım,Bakırköy,13671,%5.22482,40.977617,28.8577878,0.57,25,296,1495,3734,5771,7218
530,Osmaniye,Bakırköy,24126,%9.22054,40.9938982,28.8795871,0.5,45,522,2638,6589,10185,12738
542,Şenlikköy,Bakırköy,28206,%10.77984,40.9811494,28.7951449,1.1,52,610,3084,7703,11907,14893
640,Basınköy,Bakırköy,5932,%2.26711,40.979703,28.780426,0.44,11,128,649,1620,2504,3132
679,Ataköy 1. kısım,Bakırköy,1667,%0.63710,40.9772983,28.8675799,0.5,3,36,182,455,704,880
696,Yeşilköy,Bakırköy,23785,%9.09021,40.9589829,28.8225574,0.4,44,514,2601,6496,10041,12558
511,Altınşehir,Başakşehir,14859,%5.67885,41.0689001,28.7529076,0.94,9,119,681,1880,3079,3923
541,Güvercintepe,Başakşehir,55783,%21.31929,41.0771522,28.7518808,0.78,33,446,2558,7057,11558,14728
573,Başakşehir,Başakşehir,58445,%22.33666,41.1060988,28.7907747,0.64,35,467,2680,7394,12110,15431
598,Başak,Başakşehir,70258,%26.85139,41.1034651,28.803761,0.58,42,561,3221,8889,14558,18549
608,Kayabaşı,Başakşehir,74815,%28.59299,41.1112184,28.7427125,1.2,44,598,3430,9465,15502,19753
624,Bahçeşehir 2. Kısım,Başakşehir,41437,%15.83650,41.0664773,28.6780738,1.3,25,331,1900,5242,8586,10940
666,Bahçeşehir 1. Kısım,Başakşehir,24548,%9.38182,41.0638399,28.6911793,0.86,15,196,1126,3106,5086,6481
667,Şahintepe,Başakşehir,34138,%13.04695,41.0731284,28.7264938,1.9,20,273,1565,4319,7073,9013
708,Ziya Gökalp,Başakşehir,21113,%8.06902,41.0751841,28.7879081,1.6,13,169,968,2671,4375,5574
795,Şamlar,Başakşehir,1269,%0.48499,41.1249095,28.7390683,1.4,1,10,58,161,263,335
78,Kartaltepe,Bayrampaşa,44460,%16.99184,41.054732,28.9034132,,33,522,3506,10988,19484,25557
129,Vatan,Bayrampaşa,10015,%3.82756,41.0344293,28.9070683,1.4,7,118,790,2475,4389,5757
140,Muratpaşa,Bayrampaşa,33908,%12.95905,41.0473011,28.9062926,5.9,25,398,2674,8380,14860,19492
181,Yıldırım,Bayrampaşa,53027,%20.26600,41.0637573,28.8914625,8.1,39,623,4181,13105,23238,30482
202,Cevatpaşa,Bayrampaşa,19093,%7.29701,41.070013,28.8848582,12,14,224,1505,4719,8367,10975
206,Terazidere,Bayrampaşa,15723,%6.00906,41.0327472,28.9014113,13.8,12,185,1240,3886,6890,9038
231,İsmetpaşa,Bayrampaşa,14605,%5.58178,41.0416528,28.9066208,8.7,11,172,1152,3610,6400,8395
295,Yenidoğan,Bayrampaşa,18696,%7.14529,41.0372934,28.9122554,8.3,14,220,1474,4621,8193,10747
297,Altıntepsi,Bayrampaşa,28293,%10.81309,41.0388737,28.9015865,11.6,21,332,2231,6992,12399,16264
362,Orta,Bayrampaşa,14929,%5.70560,41.0333118,28.9125943,14.6,11,175,1177,3690,6542,8582
470,Kocatepe,Bayrampaşa,21448,%8.19705,41.0484385,28.8955023,7.1,16,252,1691,5301,9399,12329
42,Muradiye,Beşiktaş,5048,%1.92926,41.0480949,28.9989975,1.6,13,119,502,1094,1574,1929
130,Türkali,Beşiktaş,10346,%3.95406,41.047674,29.0023049,0.89,26,244,1029,2243,3225,3954
174,Abbasağa,Beşiktaş,5288,%2.02098,41.0495742,29.0051707,0.5,13,125,526,1146,1648,2021
248,Dikilitaş,Beşiktaş,16893,%6.45621,41.0554313,29.0048495,0.94,42,398,1681,3662,5266,6455
273,Gayrettepe,Beşiktaş,14530,%5.55311,41.0622256,29.0061911,0.83,36,342,1446,3150,4529,5552
300,Mecidiye,Beşiktaş,10766,%4.11458,41.0520844,29.0203549,2,27,254,1071,2334,3356,4114
425,Sinanpaşa,Beşiktaş,2534,%0.96845,41.0428133,29.0048711,2.3,6,60,252,549,790,968
431,Ulus,Beşiktaş,7159,%2.73605,41.0646636,29.0270709,2.4,18,169,712,1552,2232,2736
438,Cihannüma,Beşiktaş,3898,%1.48975,41.0470226,29.0080617,0.56,10,92,388,845,1215,1490
476,Nisbetiye,Beşiktaş,12435,%4.75244,41.0718257,29.0222477,2.5,31,293,1237,2696,3876,4752
523,Akatlar,Beşiktaş,15624,%5.97122,41.08686495,29.0235417246378,1,39,368,1555,3387,4870,5970
527,Vişnezade,Beşiktaş,6758,%2.58279,41.0416345,28.9982257,4,17,159,672,1465,2107,2582
532,Ortaköy,Beşiktaş,9556,%3.65214,41.0546272,29.0281901,0.73,24,225,951,2072,2979,3652
533,Etiler,Beşiktaş,12023,%4.59498,41.0840093,29.0366077,2.6,30,283,1196,2607,3748,4594
551,Arnavutköy,Beşiktaş,3933,%1.50312,41.0683942,29.0411538,1.3,10,93,391,853,1226,1503
558,Levazım,Beşiktaş,6142,%2.34737,41.0627178,29.0194489,0.99,15,145,611,1332,1915,2347
581,Kültür,Beşiktaş,4925,%1.88225,41.0728647,29.032359,3.4,12,116,490,1068,1535,1882
593,Balmumcu,Beşiktaş,3889,%1.48631,41.0590382,29.0147694,3.6,10,92,387,843,1212,1486
597,Konaklar,Beşiktaş,15350,%5.86650,41.0949484,29.0152313,5.4,38,362,1527,3328,4785,5866
604,Yıldız,Beşiktaş,6232,%2.38176,41.0479707,29.0145236,4.1,15,147,620,1351,1943,2381
621,Bebek,Beşiktaş,5891,%2.25144,41.0790159,29.0439589,3.6,15,139,586,1277,1836,2251
650,Kuruçeşme,Beşiktaş,3082,%1.17789,41.0623719,29.03454,3.7,8,73,307,668,961,1178
665,Levent,Beşiktaş,3145,%1.20196,41.0815723,29.0169502,4.8,8,74,313,682,980,1202
439,Kavacık,Beykoz,22371,%8.54981,41.0930051,29.0861909,3.3,19,330,2377,7902,14562,19398
451,Çiğdem,Beykoz,11619,%4.44058,41.1103916,29.0996225,4.6,10,171,1235,4104,7563,10075
455,Çamlıbahçe,Beykoz,6405,%2.44788,41.1486212,29.0831591,5.2,6,95,681,2262,4169,5554
483,Soğuksu,Beykoz,11133,%4.25484,41.1132417,29.1075374,13.5,10,164,1183,3933,7247,9654
536,Ortaçeşme,Beykoz,8065,%3.08230,41.1454717,29.0873267,3.5,7,119,857,2849,5250,6993
546,İncirköy,Beykoz,18130,%6.92897,41.1186424,29.1000211,11.8,16,268,1927,6404,11801,15721
548,Çubuklu,Beykoz,21051,%8.04533,41.105633,29.08403,10.6,18,311,2237,7436,13703,18254
563,Yenimahalle,Beykoz,19458,%7.43651,41.06711325,29.0880133515378,8.6,17,287,2068,6873,12666,16872
579,Paşabahçe,Beykoz,3894,%1.48822,41.1158743,29.0954233,16.1,3,57,414,1375,2535,3377
600,Gümüşsuyu,Beykoz,14232,%5.43922,41.1274751,29.1019054,5.7,12,210,1512,5027,9264,12341
609,Yalıköy,Beykoz,5471,%2.09092,41.1376015,29.0859262,8.6,5,81,581,1933,3561,4744
636,Tokatköy,Beykoz,15449,%5.90434,41.1512733,29.0902937,12.4,13,228,1642,5457,10056,13396
637,Göksu,Beykoz,2830,%1.08158,41.0788847,29.0735518,22.5,2,42,301,1000,1842,2454
639,Göztepe,Beykoz,10016,%3.82794,41.081094,29.0800249,12.1,9,148,1064,3538,6520,8685
655,Kanlıca,Beykoz,4242,%1.62122,41.0997201,29.0660785,11.2,4,63,451,1498,2761,3678
677,Anadoluhisarı,Beykoz,2644,%1.01049,41.08212885,29.0670471152512,10.6,2,39,281,934,1721,2293
683,Rüzgarlıbahçe,Beykoz,8011,%3.06167,41.0951633,29.0989642,17,7,118,851,2830,5215,6946
703,Merkez,Beykoz,6064,%2.31756,41.1344539,29.0926456,16.4,5,90,644,2142,3947,5258
711,Acarlar,Beykoz,7319,%2.79719,41.1124198,29.1268607,14.3,6,108,778,2585,4764,6346
713,Çiftlik,Beykoz,5358,%2.04773,41.0805835,29.1402268,14.7,5,79,569,1893,3488,4646
720,Fatih,Beykoz,4342,%1.65944,41.0903014,29.1239233,29.4,4,64,461,1534,2826,3765
728,Örnekköy,Beykoz,3982,%1.52185,41.1424229,29.1459882,,3,59,423,1407,2592,3453
731,Çengeldere,Beykoz,5005,%1.91282,41.0950772,29.1461826,0.96,4,74,532,1768,3258,4340
746,Elmalı,Beykoz,2989,%1.14234,41.1368318,29.1324278,2.6,3,44,318,1056,1946,2592
750,Görele,Beykoz,2020,%0.77201,41.1154704,29.1476182,4.6,2,30,215,714,1315,1752
751,Akbaba,Beykoz,2726,%1.04183,41.1504431,29.1154018,1.2,2,40,290,963,1774,2364
766,Anadolukavağı,Beykoz,2104,%0.80411,41.17391,29.0886888,2.5,2,31,224,743,1370,1824
768,Yavuz Selim,Beykoz,5072,%1.93843,41.0810813,29.1566828,7.3,4,75,539,1792,3302,4398
778,Zerzavatçı,Beykoz,980,%0.37454,41.1273125,29.1591177,5.3,1,14,104,346,638,850
780,Baklacı,Beykoz,3062,%1.17024,41.062799,29.1602813,5.5,3,45,325,1082,1993,2655
794,Cumhuriyet,Beykoz,1966,%0.75137,41.1290646,29.2607444,1.5,2,29,209,694,1280,1705
796,Dereseki,Beykoz,1513,%0.57824,41.1519802,29.1298336,6.6,1,22,161,534,985,1312
804,Mahmutşevketpaşa,Beykoz,1808,%0.69099,41.1521358,29.1889169,,2,27,192,639,1177,1568
805,Kaynarca,Beykoz,627,%0.23963,41.1801623,29.159345,0.14,1,9,67,221,408,544
808,Poyrazköy,Beykoz,923,%0.35275,41.2062962,29.1334292,0.049,1,14,98,326,601,800
809,İshaklı,Beykoz,1283,%0.49034,41.1396911,29.3027862,0.11,1,19,136,453,835,1113
811,Riva,Beykoz,2237,%0.85494,41.2243486,29.2183153,0.053,2,33,238,790,1456,1940
817,Paşamandıra,Beykoz,1055,%0.40320,41.1842575,29.2500105,0.41,1,16,112,373,687,915
827,Alibahadır,Beykoz,764,%0.29199,41.1796835,29.2030899,0.49,1,11,81,270,497,662
846,Öğümce,Beykoz,477,%0.18230,41.1632847,29.2667068,0.33,0,7,51,168,310,414
849,Anadolufeneri,Beykoz,750,%0.28664,41.2167549,29.1533999,0.2,1,11,80,265,488,650
868,Kılıçlı,Beykoz,545,%0.20829,41.1529478,29.2997991,0.34,0,8,58,193,355,473
869,Bozhane,Beykoz,475,%0.18154,41.1642867,29.2724593,0.086,0,7,50,168,309,412
924,Göllü,Beykoz,243,%0.09287,41.1752914,29.271656,0.11,0,4,26,86,158,211
937,Polonezköy,Beykoz,377,%0.14408,41.1100356,29.2118111,0.094,0,6,40,133,245,327
304,Büyükşehir,Beylikdüzü,20795,%7.94749,41.0088557,28.647306,0.062,10,148,963,2942,5131,6688
323,Barış,Beylikdüzü,51900,%19.83528,40.9989064,28.6522529,0.1,24,370,2404,7343,12806,16692
356,Adnan Kahveci,Beylikdüzü,86584,%33.09090,40.9950801,28.6256531,0.38,40,617,4010,12250,21364,27847
369,Cumhuriyet,Beylikdüzü,21674,%8.28343,41.0098335,28.6412468,0.4,10,154,1004,3066,5348,6971
567,Gürpınar,Beylikdüzü,19557,%7.47435,40.9898645,28.6110486,0.5,9,139,906,2767,4826,6290
594,Yakuplu,Beylikdüzü,43962,%16.80151,40.990113,28.6700436,0.11,20,313,2036,6220,10847,14139
612,Kavaklı,Beylikdüzü,27566,%10.53525,40.9819486,28.6403256,0.093,13,196,1277,3900,6802,8866
622,Marmara,Beylikdüzü,26537,%10.14198,40.9818388,28.6718702,0.54,12,189,1229,3754,6548,8535
670,Sahil,Beylikdüzü,4443,%1.69804,40.9706957,28.6486713728992,0.14,2,32,206,629,1096,1429
697,Dereağzı,Beylikdüzü,11644,%4.45013,40.986396,28.6166853,0.68,5,83,539,1647,2873,3745
20,Kadı Mehmet Efendi,Beyoğlu,10172,%3.88756,41.0344208,28.9639158,0.11,13,180,1044,2904,4779,6099
35,Kalyoncukulluğu,Beyoğlu,3108,%1.18782,41.0284233,28.9736808,0.096,4,55,319,887,1460,1863
67,Yenişehir,Beyoğlu,5823,%2.22545,41.0422931,28.9781545,0.092,8,103,598,1663,2736,3491
82,Çukur,Beyoğlu,2735,%1.04527,41.0371981,28.9780949,0.11,4,48,281,781,1285,1640
98,Kaptanpaşa,Beyoğlu,19818,%7.57410,41.0422767,28.963838,0.065,26,351,2035,5658,9310,11882
103,Piyalepaşa,Beyoğlu,23469,%8.96944,41.0482626,28.9622478,0.17,31,416,2410,6701,11025,14071
105,Fetihtepe,Beyoğlu,15490,%5.92001,41.0482932,28.9568753,0.24,20,274,1590,4423,7277,9287
115,Küçükpiyale,Beyoğlu,9312,%3.55888,41.0284233,28.9736808,0.083,12,165,956,2659,4375,5583
119,Hacıahmet,Beyoğlu,15383,%5.87912,41.042188,28.9739405,0.086,20,273,1579,4392,7227,9223
133,Yahya Kahya,Beyoğlu,3733,%1.42669,41.0339473,28.9715307,0.24,5,66,383,1066,1754,2238
142,Sururi,Beyoğlu,4388,%1.67702,41.0368412,28.9723566,0.072,6,78,451,1253,2061,2631
144,Bülbül,Beyoğlu,3883,%1.48402,41.0391626,28.9798827,0.42,5,69,399,1109,1824,2328
145,Kulaksız,Beyoğlu,9706,%3.70946,41.0376925,28.9607963,0.34,13,172,997,2771,4560,5819
151,Bostan,Beyoğlu,2468,%0.94323,41.0387892,28.9762524,0.064,3,44,253,705,1159,1480
153,Firuzağa,Beyoğlu,4046,%1.54631,41.030196,28.9806703,0.073,5,72,415,1155,1901,2426
168,Keçecipiri,Beyoğlu,14386,%5.49808,41.0284233,28.9736808,0.086,19,255,1477,4107,6758,8625
195,Halıcıoğlu,Beyoğlu,13274,%5.07309,41.0488286,28.9496751,0.064,17,235,1363,3790,6236,7958
209,Piripaşa,Beyoğlu,15706,%6.00256,41.0284233,28.9736808,0.24,20,278,1613,4484,7378,9417
213,Cihangir,Beyoğlu,3482,%1.33076,41.0330402,28.9853187,0.062,5,62,358,994,1636,2088
246,Çatmamescit,Beyoğlu,2504,%0.95699,41.0284233,28.9736808,0.14,3,44,257,715,1176,1501
337,Örnektepe,Beyoğlu,10556,%4.03432,41.0576074,28.9514562,0.16,14,187,1084,3014,4959,6329
354,Tomtom,Beyoğlu,2657,%1.01546,41.0302066,28.9775437,,3,47,273,759,1248,1593
361,Sütlüce,Beyoğlu,12474,%4.76735,41.0510201,28.944692,0.081,16,221,1281,3561,5860,7479
377,İstiklal,Beyoğlu,4481,%1.71256,41.0416191,28.9692374,0.24,6,79,460,1279,2105,2687
381,Pürtelaş,Beyoğlu,1872,%0.71545,41.0306987,28.9876883420653,0.14,2,33,192,534,879,1122
410,Şehit Muhtar,Beyoğlu,1493,%0.57060,41.0367537,28.9818695,0.64,2,26,153,426,701,895
424,Hacımimi,Beyoğlu,1368,%0.52283,41.0268054,28.9782783,0.6,2,24,140,391,643,820
442,Kuloğlu,Beyoğlu,1463,%0.55913,41.0329638,28.9802501,0.49,2,26,150,418,687,877
444,Kamerhatun,Beyoğlu,886,%0.33861,41.0284233,28.9736808,0.17,1,16,91,253,416,531
467,Kocatepe,Beyoğlu,2136,%0.81634,41.0395972,28.9835719,0.5,3,38,219,610,1003,1281
525,Kılıçalipaşa,Beyoğlu,2476,%0.94628,41.0284233,28.9736808,0.28,3,44,254,707,1163,1484
529,Şahkulu,Beyoğlu,840,%0.32103,41.0276403,28.9745318,1,1,15,86,240,395,504
538,Katip Mustafa Çelebi,Beyoğlu,834,%0.31874,41.0344829,28.9830132,1.5,1,15,86,238,392,500
549,Ömeravni,Beyoğlu,2092,%0.79953,41.0284233,28.9736808,0.66,3,37,215,597,983,1254
575,Müeyyetzade,Beyoğlu,518,%0.19797,41.0263377,28.9747764,0.97,1,9,53,148,243,311
583,Camiikebir,Beyoğlu,2854,%1.09075,41.0349693,28.9593139,1.2,4,51,293,815,1341,1711
589,Gümüşsuyu,Beyoğlu,2109,%0.80602,41.037184,28.9885081,0.45,3,37,217,602,991,1264
601,Hüseyinağa,Beyoğlu,368,%0.14064,41.0349849,28.9784671,0.76,0,7,38,105,173,221
606,Bereketzade,Beyoğlu,405,%0.15478,41.0253357,28.9733181,0.72,1,7,42,116,190,243
610,Asmalımescit,Beyoğlu,463,%0.17695,41.0284233,28.9736808,0.65,1,8,48,132,218,278
629,Evliya Çelebi,Beyoğlu,283,%0.10816,41.0303999,28.9731508,2.6,0,5,29,81,133,170
661,Bedrettin,Beyoğlu,752,%0.28740,41.0289452,28.9688617,1.1,1,13,77,215,353,451
693,Emekyemez,Beyoğlu,121,%0.04624,41.0260034,28.9703855,1.2,0,2,12,35,57,73
739,Kemankeş Kara Mustafa Paşa,Beyoğlu,128,%0.04892,41.0284233,28.9736808,0.9,0,2,13,37,60,77
752,Arapcami,Beyoğlu,91.0,%0.03478,41.0284233,28.9736808,1.1,0,2,9,26,43,55
418,Atatürk,Büyükçekmece,18711,%7.15102,41.0122636,28.6004016,1.2,11,188,1326,4331,7890,10461
446,Mimaroba,Büyükçekmece,18376,%7.02299,41.0045868,28.5372886,1.4,11,185,1302,4254,7749,10274
480,Dizdariye,Büyükçekmece,6987,%2.67031,41.0206023,28.5784482,0.58,4,70,495,1617,2946,3906
534,Fatih,Büyükçekmece,19379,%7.40632,41.0208293,28.586099,2,12,195,1373,4486,8172,10835
537,Ekinoba,Büyükçekmece,12040,%4.60148,41.0101834,28.542241,1.2,7,121,853,2787,5077,6732
543,Sinanoba,Büyükçekmece,14778,%5.64790,40.9970063,28.5365245,1.6,9,148,1047,3421,6232,8262
586,Muratçeşme,Büyükçekmece,15632,%5.97428,41.021654,28.579757,2.4,9,157,1108,3619,6592,8740
619,Pınartepe,Büyükçekmece,18425,%7.04172,41.003226,28.6018529,3.7,11,185,1306,4265,7770,10302
647,Mimarsinan,Büyükçekmece,8814,%3.36856,41.0160925,28.5604373,2.5,5,89,625,2040,3717,4928
651,Ulus,Büyükçekmece,15732,%6.01250,41.0305283,28.5494574,4.7,9,158,1115,3642,6634,8796
656,Cumhuriyet,Büyükçekmece,7553,%2.88663,41.0183305,28.6201513,2.4,5,76,535,1748,3185,4223
664,Hürriyet,Büyükçekmece,20603,%7.87411,41.0315845,28.5474609,6.9,12,207,1460,4769,8688,11519
700,Kumburgaz Merkez,Büyükçekmece,6850,%2.61795,41.0585379,28.4718935,4,4,69,485,1586,2889,3830
717,Yenimahalle,Büyükçekmece,1986,%0.75901,41.0220765,28.474104,1.6,1,20,141,460,837,1110
723,Türkoba,Büyükçekmece,13189,%5.04061,41.0342715,28.5232446,11.5,8,133,935,3053,5562,7374
724,Güzelce,Büyükçekmece,6836,%2.61260,40.999476,28.5120854,6,4,69,484,1582,2883,3822
726,19 Mayıs,Büyükçekmece,8337,%3.18626,41.0224834,28.5818267,7.5,5,84,591,1930,3516,4661
738,Çakmaklı,Büyükçekmece,5137,%1.96327,41.0540727,28.6222488,5.5,3,52,364,1189,2166,2872
745,Alkent,Büyükçekmece,4635,%1.77142,41.0771599,28.6194181,6.5,3,47,328,1073,1955,2591
758,Kamiloba,Büyükçekmece,6800,%2.59884,41.0461249,28.4321197,14.1,4,68,482,1574,2868,3802
759,Bahçelievler,Büyükçekmece,3428,%1.31012,41.0181451,28.4843571,7.2,2,34,243,794,1446,1917
762,Celaliye,Büyükçekmece,5484,%2.09589,41.0517357,28.4184843,13.4,3,55,389,1270,2313,3066
765,Ahmediye,Büyükçekmece,1233,%0.47123,41.0908328,28.5168102,3,1,12,87,285,520,689
815,Karaağaç,Büyükçekmece,2529,%0.96654,41.1086525,28.5908071,28.3,2,25,179,585,1066,1414
743,Ferhatpaşa,Çatalca,21572,%8.24444,41.141659,28.4630541,0.51,11,218,1786,6629,13171,18126
773,Kaleiçi,Çatalca,7503,%2.86752,41.1445195,28.4582207,0.5,4,76,621,2306,4581,6304
786,Kestanelik,Çatalca,2286,%0.87367,41.235188,28.495035,0.42,1,23,189,702,1396,1921
789,Çanakça,Çatalca,2598,%0.99291,41.245892,28.49407,0.21,1,26,215,798,1586,2183
792,Gökçeali,Çatalca,1812,%0.69251,41.2011203,28.4435209,0.59,1,18,150,557,1106,1523
793,Oklalı,Çatalca,1345,%0.51404,41.224525,28.475758,0.17,1,14,111,413,821,1130
803,Çakıl,Çatalca,2491,%0.95202,41.1247706,28.4485283,0.44,1,25,206,765,1521,2093
820,Subaşı,Çatalca,1444,%0.55187,41.2267723,28.458469,0.24,1,15,120,444,882,1213
821,Kabakça,Çatalca,1624,%0.62066,41.2284603,28.3695911,0.49,1,16,134,499,992,1365
822,Muratbey Merkez,Çatalca,1409,%0.53850,41.0957829,28.493608,0.62,1,14,117,433,860,1184
823,Çiftlikköy,Çatalca,1872,%0.71545,41.340626,28.407293,0.61,1,19,155,575,1143,1573
831,Akalan,Çatalca,1085,%0.41467,41.257679,28.419617,0.72,1,11,90,333,662,912
834,Ovayenice,Çatalca,1172,%0.44792,41.100868,28.419697,0.76,1,12,97,360,716,985
841,İhsaniye,Çatalca,1641,%0.62716,41.2544762,28.3585871,2.7,1,17,136,504,1002,1379
847,İzettin,Çatalca,1017,%0.38868,41.1436804,28.4605154,0.24,1,10,84,313,621,855
850,Örcünlü,Çatalca,561,%0.21440,41.223648,28.523932,1.2,0,6,46,172,343,471
854,Hisarbeyli,Çatalca,369,%0.14103,41.368565,28.474049,,0,4,31,113,225,310
857,Bahşayiş,Çatalca,367,%0.14026,41.1112665,28.5407916,0.38,0,4,30,113,224,308
859,Karacaköy,Çatalca,2490,%0.95163,41.4022498,28.3816684,0.35,1,25,206,765,1520,2092
861,Gümüşpınar,Çatalca,851,%0.32524,41.314438,28.285694,0.61,0,9,70,261,520,715
862,Elbasan,Çatalca,563,%0.21517,41.139164,28.415209,0.45,0,6,47,173,344,473
863,Hallaçlı,Çatalca,1213,%0.46359,41.3204276,28.1000039,0.28,1,12,100,373,741,1019
865,Örencik,Çatalca,790,%0.30192,41.329559,28.482586,0.47,0,8,65,243,482,664
870,Ormanlı,Çatalca,1051,%0.40167,41.392712,28.453407,0.53,1,11,87,323,642,883
871,Dağyenice,Çatalca,713,%0.27250,41.273354,28.482552,0.68,0,7,59,219,435,599
873,Atatürk,Çatalca,1127,%0.43072,41.4121535,28.1851826,0.54,1,11,93,346,688,947
874,Başak,Çatalca,386,%0.14752,41.332951,28.445322,0.34,0,4,32,119,236,324
875,İnceğiz,Çatalca,772,%0.29505,41.1859009,28.4035095,0.49,0,8,64,237,471,649
877,Kalfa,Çatalca,776,%0.29657,41.289814,28.437193,0.55,0,8,64,238,474,652
895,Aydınlar,Çatalca,829,%0.31683,41.3750651,28.2055315,0.48,0,8,69,255,506,697
904,Yazlık,Çatalca,356,%0.13606,41.293289,28.518435,0.61,0,4,29,109,217,299
907,Karamandere,Çatalca,553,%0.21135,41.376106,28.3065,0.54,0,6,46,170,338,465
910,Kızılcaali,Çatalca,220,%0.08408,41.2362303,28.5594042,0.53,0,2,18,68,134,185
914,Yalıköy,Çatalca,1469,%0.56143,41.477085,28.296103,0.45,1,15,122,451,897,1234
917,Nakkaş,Çatalca,818,%0.31263,41.1872859,28.5561065,0.35,0,8,68,251,499,687
935,Belgrat,Çatalca,358,%0.13682,41.3784267,28.3840477,0.44,0,4,30,110,219,301
939,Celepköy,Çatalca,239,%0.09134,41.3654071,28.4997591,0.48,0,2,20,73,146,201
