ID,Neighborhood,District,Population,Multiplier,Latitude,Longitude,Area,EV at P1,EV at P2,EV at P3,EV at P4,EV at P5,EV at P6
242,Esatpaşa,Ataşehir,26866,%10.26772,41.0049779,29.0828597,0.99,43,576,3276,8969,14622,18602
267,Mustafa Kemal,Ataşehir,15033,%5.74535,41.001533,29.0952356,0.6,24,322,1833,5019,8182,10409
278,Mevlana,Ataşehir,18832,%7.19726,40.9858884,29.1532413,0.8,30,404,2296,6287,10249,13039
285,İnönü,Ataşehir,28456,%10.87539,40.9772942,29.1385217,1.2,46,610,3469,9500,15487,19703
291,Kayışdağı,Ataşehir,41757,%15.95880,40.9836971,29.1431977,1.8,67,896,5091,13941,22726,28913
310,Mimarsinan,Ataşehir,10637,%4.06528,40.9929379,29.1135187,0.5,17,228,1297,3551,5789,7365
311,İçerenköy,Ataşehir,76344,%29.17735,40.9701086,29.1110569,3.6,123,1638,9308,25488,41550,52861
350,Yeniçamlıca,Ataşehir,14109,%5.39221,40.9929379,29.1135187,0.74,23,303,1720,4710,7679,9769
400,Yenisahra,Ataşehir,11428,%4.36758,40.9887283,29.0906789,0.71,18,245,1393,3815,6220,7913
402,Yenişehir,Ataşehir,13016,%4.97449,40.9939446,29.140645,0.82,21,279,1587,4345,7084,9012
457,Küçükbakkalköy,Ataşehir,29032,%11.09553,40.9803353,29.1130781,2.3,47,623,3540,9693,15801,20102
485,Atatürk,Ataşehir,30063,%11.48956,40.9908392,29.1265531,2.5,49,645,3665,10037,16362,20816
505,Barbaros,Ataşehir,32487,%12.41597,40.9902522,29.1035997,2.9,52,697,3961,10846,17681,22494
599,Ferhatpaşa,Ataşehir,22254,%8.50509,40.9860474,29.1803805,3.8,36,477,2713,7430,12112,15409
89,Mustafa Kemal Paşa,Avcılar,47027,%17.97290,41.0017915,28.7060425,0.93,25,438,3195,10730,19912,26602
171,Merkez,Avcılar,31820,%12.16105,40.9818362,28.7223189,0.86,17,296,2162,7260,13473,18000
179,Gümüşpala,Avcılar,41317,%15.79064,40.98106,28.7357032,1.1,22,385,2807,9427,17495,23372
241,Denizköşkler,Avcılar,45942,%17.55824,40.9764683,28.7330024,1.7,25,428,3121,10483,19453,25988
315,Ambarlı,Avcılar,38318,%14.64447,40.9737318,28.7141652,1.8,20,357,2603,8743,16225,21676
397,Cihangir,Avcılar,62149,%23.75227,40.9873293,28.7097252,3.8,33,579,4222,14181,26315,35156
434,Yeşilkent,Avcılar,71783,%27.43422,41.031415,28.7023797,5.1,38,669,4876,16379,30394,40606
568,Üniversite,Avcılar,21621,%8.26317,40.99205525,28.7229540545493,2.8,12,201,1469,4933,9155,12230
625,Tahtakale,Avcılar,53209,%20.33556,41.0585293,28.728009,11.4,28,496,3614,12141,22530,30099
695,Firuzköy,Avcılar,22496,%8.59758,41.0085033,28.7100714,12.5,12,210,1528,5133,9525,12725
5,Yenigün,Bağcılar,23112,%8.83301,41.0226361,28.8590918,0.57,15,238,1581,4911,8659,11333
28,Fatih,Bağcılar,45242,%17.29071,41.0518502,28.8450387,0.81,30,466,3094,9614,16949,22184
31,Yıldıztepe,Bağcılar,40160,%15.34846,41.0261986,28.8556979,1.1,26,414,2747,8534,15045,19692
32,Çınar,Bağcılar,36588,%13.98330,41.0368162,28.8605304,0.96,24,377,2502,7775,13707,17940
