ID,Type,Name,District,Coords,Latitude,Longitude
30,PARK,ANADOLU KAVAĞI SAHİL PARKI(ANADOLU KAVAĞI AĞAÇLANDIRMA SAHASI),BEYKOZ,"41.16915285 , 29.08487678",41.16915285,29.08487678
31,PARK,100.YIL PARKI,PENDİK,"40.87871459 , 29.22199665",40.87871459,29.22199665
32,PARK,AHMET ERİŞEN PARKI,PENDİK,"40.87506246 , 29.23203349",40.87506246,29.23203349
33,PARK,BOTAŞ PARKI,PENDİK,"40.87999061 , 29.25146878",40.87999061,29.25146878
34,PARK,BOTAŞ PARKI -1  (PENDİK),PENDİK,"40.88182793 , 29.25962269",40.88182793,29.25962269
35,PARK,BOTAŞ PARKI -2,PENDİK,"40.88936323 , 29.26811993",40.88936323,29.26811993
36,PARK,CEM KARACA PARKI,PENDİK,"40.92780779 , 29.30615573",40.92780779,29.30615573
37,PARK,DEDEPAŞA CADDESİ PARKI,PENDİK,"40.93916869 , 29.31126595",40.93916869,29.31126595
38,PARK,KAYNARCA BÖLGE PARKI,PENDİK,"40.88425730 , 29.26279843",40.88425730,29.26279843
39,PARK,KAYNARCA SAHİL PARKI,PENDİK,"40.86962282 , 29.25539553",40.86962282,29.25539553
40,PARK,MEHMET  AKİF ERSOY PARKI,KARTAL,"40.87947550 , 29.21610653",40.87947550,29.21610653
41,PARK,MUHSİN YAZICIOĞLU PARKI  2-3 NOLU,PENDİK,"40.87801939 , 29.21757102",40.87801939,29.21757102
42,PARK,OSMANGAZİ PARKI,PENDİK,"40.92410858 , 29.29404616",40.92410858,29.29404616
43,PARK,PENDİK BALIKÇILAR PARKI,PENDİK,"40.87199993 , 29.24740255",40.87199993,29.24740255
44,PARK,PENDİK BATI PARKI,PENDİK,"40.87548836 , 29.23407197",40.87548836,29.23407197
45,PARK,PENDİK DOĞU PARKI,PENDİK,"40.87548836 , 29.23407197",40.87548836,29.23407197
46,PARK,TOPRAK DEDE HAYRETTİN KARACA PARKI (PENDİK SAHİL PARKI),PENDİK,"40.87223925 , 29.22577858",40.87223925,29.22577858
47,PARK,SELÇUKLU PARKI,PENDİK,"40.92662560 , 29.28982437",40.92662560,29.28982437
48,PARK,SİTE SOKAK PARKI,PENDİK,"40.93192276 , 29.32669401",40.93192276,29.32669401
49,PARK,ŞEHİT MUHAMMET OĞUZ KILINÇ PARKI,PENDİK,"40.92352897 , 29.30156171",40.92352897,29.30156171
50,PARK,ŞEHİTLER PARKI (PENDİK MARMARA PARKI),PENDİK,"40.87659165 , 29.22385812",40.87659165,29.22385812
51,PARK,TAHSİN ARCAN PARKI,PENDİK,"40.87686300 , 29.23889400",40.87686300,29.23889400
52,PARK,VELİBABA PARKI,PENDİK,"40.90719227 , 29.25735891",40.90719227,29.25735891
53,PARK,YENİŞEHİR PARKI,PENDİK,"40.93449216 , 29.29933548",40.93449216,29.29933548
54,PARK,AHMET YESEVİ PARKI,PENDİK,"40.87268952 , 29.30301011",40.87268952,29.30301011
55,PARK,TERSANELER ÖNÜ PARKI,TUZLA,"40.84480206 , 29.29353386",40.84480206,29.29353386
56,PARK,TUZLA ÇİÇEKÇİLER PARKI,TUZLA,"40.82781879 , 29.31694150",40.82781879,29.31694150
57,PARK,TUZLA DERESİ PARKLARI,TUZLA,"40.83476766 , 29.31390524",40.83476766,29.31390524
58,PARK,TUZLA KAZIM KARABEKİR PARKI,TUZLA,"40.83241154 , 29.31490570",40.83241154,29.31490570
59,PARK,ŞEHİT ÖMER ÖNER PARKI (TUZLA SAHİL PARKI ),TUZLA,"40.81253200 , 29.30838100",40.81253200,29.30838100
60,PARK,TUZLA KAMİL ABDUŞ GÖLÜ PARKI,TUZLA,"40.83467025 , 29.28510368",40.83467025,29.28510368
61,PARK,TUZLA AYDINLI BÖLGE PARKI,TUZLA,"40.86400422 , 29.34617758",40.86400422,29.34617758
62,PARK,HACET DERESİ PARKI,TUZLA,"40.87482720 , 29.32693005",40.87482720,29.32693005
63,PARK,ŞEHİT İBRAHİM DOĞAN PARKI,TUZLA,"40.82913393 , 29.36540365",40.82913393,29.36540365
64,PARK,AK CAMİ PARKI (TAHAFFUZHANE),TUZLA,"40.81714240 , 29.30041802",40.81714240,29.30041802
65,PARK,ADNAN KAHVECİ PARKI,KARTAL,"40.93810636 , 29.21836250",40.93810636,29.21836250
66,PARK,AKŞEMSETTİN PARKI,KARTAL,"40.93610102 , 29.21502024",40.93610102,29.21502024
67,PARK,KARTAL ATATÜRK PARKI,KARTAL,"40.88762345 , 29.19014275",40.88762345,29.19014275
68,PARK,ÇAMLIK PARKI,KARTAL,"40.94020202 , 29.21624869",40.94020202,29.21624869
69,PARK,ÇEÇENİSTAN PARKI ve MEYDANI,KARTAL,"40.88756600 , 29.18659600",40.88756600,29.18659600
70,PARK,ESENKENT TATLISU PARKI,MALTEPE,"40.93445568 , 29.17126000",40.93445568,29.17126000
71,PARK,FATİH SULTAN MEHMET PARKI,KARTAL,"40.93389237 , 29.21770781",40.93389237,29.21770781
72,PARK,HAYRETTİNPAŞA PARKI,KARTAL,"40.93285000 , 29.20936900",40.93285000,29.20936900
73,PARK,İBB SOSYAL TESİSLER KARTAL İDO ARASI KARA VE SAHİL PARKI,KARTAL,"40.90192961 , 29.14959848",40.90192961,29.14959848
74,PARK,KARTAL İDO KARTAL KUMCULAR ARASI KARA VE SAHİL PARKI,KARTAL,"40.88423704 , 29.19696093",40.88423704,29.19696093
75,PARK,KARTAL ÖZGÜRLÜK PARKI,KARTAL,"40.88646763 , 29.18181717",40.88646763,29.18181717
76,PARK,KARTAL TAVŞANTEPE PARKI,KARTAL,"40.93968333 , 29.21252310",40.93968333,29.21252310
77,PARK,MALTEPE KUMCULAR İBB SOSYAL TESİSLER ARASI KARA VE SAHİL PARKI,KARTAL,"40.90178973 , 29.14447278",40.90178973,29.14447278
78,PARK,MEHMET AKİF ERSOY PARKI,KARTAL,"40.9328500 , 29.20936900",40.9328500,29.20936900
79,PARK,MUHSİN YAZICIOĞLU PARKI,KARTAL,"40.92605411 , 29.21366304",40.92605411,29.21366304
80,PARK,SERÇELİ PARKI,KARTAL,"40.92939379 , 29.21153605",40.92939379,29.21153605
81,PARK,SİS PARKI,KARTAL,"40.89516417 , 29.16845173",40.89516417,29.16845173
82,PARK,SÖĞÜTLÜ PARKI,KARTAL,"40.92682014 , 29.2119303",40.92682014,29.2119303
83,PARK,ŞEHİT GAFFAR OKKAN PARKI,KARTAL,"40.93448900 , 29.21081400",40.93448900,29.21081400
84,PARK,ŞELALE PARKI,KARTAL,"40.93495600 , 29.21309500",40.93495600,29.21309500
85,PARK,ŞEYH ŞAMİL PARKI,KARTAL,"40.93040500 , 29.20845500",40.93040500,29.20845500
86,PARK,YAVUZ SULTAN SELİM PARKI,KARTAL,"40.92776653 , 29.21578199",40.92776653,29.21578199
87,PARK,YUNUS EMRE -1 PARKI,KARTAL,"40.93048807 , 29.21628892",40.93048807,29.21628892
88,PARK,YUNUS EMRE -2 PARKI,KARTAL,"40.92997742 , 29.21864337",40.92997742,29.21864337
89,PARK,ESENKENT ÖĞRENCİ PARKI,KARTAL,"40.93230169 , 29.17070210",40.93230169,29.17070210
90,PARK,BOSTANCI-KÜÇÜKYALI ARASI KARA VE SAHİL PARKI,KADIKÖY,"40.94850567 , 29.09979920",40.94850567,29.09979920
91,PARK,ŞEHİT KADİR YILDIRIM PARKI (CADDEBOSTAN KARA VE SAHİL PARKI),KADIKÖY,"40.96307098 , 29.06822026",40.96307098,29.06822026
92,PARK,DALYAN PARKI,KADIKÖY,"40.96257677 , 29.06181246",40.96257677,29.06181246
93,PARK,GÖZTEPE 60.YIL PARKI,KADIKÖY,"40.97097978 , 29.05740961",40.97097978,29.05740961
94,PARK,İDEALTEPE-DRAGOS ARASI KARA VE SAHİL PARKI,MALTEPE,"40.91664562 , 29.13070416",40.91664562,29.13070416
95,PARK,KANUNİ SULTAN SÜLEYMAN PARKI,MALTEPE,"40.94566423 , 29.16414142",40.94566423,29.16414142
96,PARK,KURBAĞALIDERE PARKI,KADIKÖY,"40.98175893 , 29.03281778",40.98175893,29.03281778
97,PARK,KÜÇÜKYALI-İDEALTEPE ARASI KARA VE SAHİL PARKI,MALTEPE,"40.94511317 , 29.10564244",40.94511317,29.10564244
98,PARK,MALTEPE ALTAYÇEŞME PARKI,MALTEPE,"40.93938144 , 29.13107783",40.93938144,29.13107783
99,PARK,MALTEPE BAŞIBÜYÜK FUAYE EVLERİ ÖNÜ,MALTEPE,"40.95039669 , 29.16579902",40.95039669,29.16579902
100,PARK,MODA İNCİBURNU PARKI,KADIKÖY,"40.98603527 , 29.02043402",40.98603527,29.02043402
101,PARK,YAVUZ SULTAN SELİM PARKI,MALTEPE,"40.94870714 , 29.16148603",40.94870714,29.16148603
102,PARK,YOĞURTÇU PARKI,KADIKÖY,"40.98596846 , 29.03377533",40.98596846,29.03377533
103,PARK,HACI BAYRAM VELİ  CADDESİ PARKI,MALTEPE,"40.94282378 , 29.16028976",40.94282378,29.16028976
104,PARK,ÇAMLIK PARKI,ATAŞEHİR,"40.98320668 , 29.09826100",40.98320668,29.09826100
105,PARK,ORHANGAZİ ŞEHİR PARKI,MALTEPE,"40.92856139 , 29.11780468",40.92856139,29.11780468
106,PARK,TEPEKÖY PARKI,BÜYÜKADA,"40.86808863 , 29.12997055",40.86808863,29.12997055
107,PARK,AYDOĞDU PARKI YEŞİL ALANI,BÜYÜKADA,"40.87111956 , 29.12972926",40.87111956,29.12972926
108,PARK,İZZET ORBAY PARKI YEŞİL ALANI,BÜYÜKADA,"40.86721629 , 29.13356835",40.86721629,29.13356835
109,PARK,ÖZGÜRLÜK VE DEMOKRASİ PARKI,BÜYÜKADA,"40.87453920 , 29.13477391",40.87453920,29.13477391
110,PARK,İNÖNÜ PARKI,HEYBELİADA,"40.87517198 , 29.09947336",40.87517198,29.09947336
111,PARK,DEMİRTAŞ PARKI  YEŞİL ALANI,HEYBELİADA,"40.87541332 , 29.09514695",40.87541332,29.09514695
112,PARK,7 EKİM PARKI,ŞİLE,"41.16480359 , 29.57733572",41.16480359,29.57733572
113,PARK,75. YIL PARKI,ŞİLE,"41.17168877 , 29.61845934",41.17168877,29.61845934
114,PARK,SANCAKTEPE ÇOCUK PARKI,SANCAKTEPE,"41.00164602 , 29.23106790",41.00164602,29.23106790
115,PARK,ABDURRAHMANGAZİ PARKI,SANCAKTEPE,"40.99752050 , 29.22441602",40.99752050,29.22441602
116,PARK,AĞVA BÜYÜK ŞEHİR PARKI,ŞİLE,"41.13525627 , 29.84554924",41.13525627,29.84554924
117,PARK,AĞVA KIYI REKREASYON ALANI PARKI,ŞİLE,"41.13771219 , 29.85030949",41.13771219,29.85030949
118,PARK,BALİBEY MUHTALIK PARKI,ŞİLE,"41.17643326 , 29.61868197",41.17643326,29.61868197
119,PARK,BAYRAK PARKI,ŞİLE,"41.16687124 , 29.60887849",41.16687124,29.60887849
120,PARK,BOYACIDERE PARKI,ŞİLE,"41.17379658 , 29.61522192",41.17379658,29.61522192
121,PARK,ÇINAR PARKI,ŞİLE,"41.17320787 , 29.60679193",41.17320787,29.60679193
122,PARK,DEMİR KOFA PARKI,ŞİLE,"41.13425781 , 29.85078424",41.13425781,29.85078424
123,PARK,DOSTLUK PARKI,ŞİLE,"41.17151665 , 29.60875578",41.17151665,29.60875578
124,PARK,KADIN HEYKELİ PARKI,ŞİLE,"41.17471721 , 29.60954234",41.17471721,29.60954234
125,PARK,KAYMAKAMLIK YANI PARKI,ŞİLE,"41.17221775 , 29.60635990",41.17221775,29.60635990
126,PARK,KOCAKORU PARKI,ŞİLE,"41.16494090 , 29.58607703",41.16494090,29.58607703
127,PARK,KUMBABA İBB PARKI,ŞİLE,"41.16654818 , 29.58071262",41.16654818,29.58071262
128,PARK,KUMBABA REKREASYON ALANI PARKI,ŞİLE,"41.16847847 , 29.58351016",41.16847847,29.58351016
129,PARK,MAŞATLIK PARKI,ŞİLE,"41.18044462 , 29.61332291",41.18044462,29.61332291
130,PARK,MESUT SOKAK PARKI,ŞİLE,"41.17088066 , 29.61039998",41.17088066,29.61039998
131,PARK,ÖĞRETMENLER PARKI,ŞİLE,"41.13682639 , 29.85257193",41.13682639,29.85257193
132,PARK,PAZAR SOKAK PARKI,ŞİLE,"41.17231264 , 29.60785657",41.17231264,29.60785657
133,PARK,SAFA TEPESİ PARKI,SANCAKTEPE,"41.01267200 , 29.25548700",41.01267200,29.25548700
134,PARK,TAVANLI PARKI,ŞİLE,"41.17656096 , 29.62103359",41.17656096,29.62103359
135,PARK,TAVANLI KORULUĞU,ŞİLE,"41.17683637 , 29.62302167",41.17683637,29.62302167
136,PARK,ÜZÜM SOKAK PARKI,ŞİLE,"41.17944735 , 29.61227685",41.17944735,29.61227685
137,PARK,KÜLTÜR PARKI  ( VADİ İÇİ PARKI),ŞİLE,"41.17944735 , 29.61227685",41.17944735,29.61227685
138,PARK,YAKUPLU ÇEŞMELİ PARKI,ŞİLE,"41.13194065 , 29.84092444",41.13194065,29.84092444
139,PARK,ŞİLE LİMAN PARKI,ŞİLE,"41.18094930 , 29.60723966",41.18094930,29.60723966
141,PARK,SULTANBEYLİ VE SANCAKTEPE İLÇELERİ DERE BANTLARI,SULTANBEYLİ / SANCAKTEPE,"40.99214356 , 29.25604999",40.99214356,29.25604999
142,PARK,ŞEHİT FATİH EFİLOĞLU PARKI,SULTANBEYLİ,"40.99425512 , 29.27281916",40.99425512,29.27281916
143,PARK,SULTANBEYLİ GÖLET PARKI,SULTANBEYLİ,"40.95332190  ,  29.27948713",40.95332190 , 29.27948713
144,PARK,ŞEHİTLİK PARKI (ATAKENT PARKI GÜVEN SOKAK),ÜMRANİYE,"41.01044075 , 29.10488874",41.01044075,29.10488874
145,PARK,ATAŞEHİR DEPREM PARKI,ATAŞEHİR,"40.99982862 , 29.0946973",40.99982862,29.0946973
146,PARK,DİRİLİŞ PARKI,ÜMRANİYE,"41.01534464 , 29.12109733",41.01534464,29.12109733
147,PARK,MERKEZ CAMİİ PARKI,ATAŞEHİR,"40.96888166 , 29.11501408",40.96888166,29.11501408
148,PARK,ESATPAŞA  SPOR PARKI,ATAŞEHİR,"41.00202860 , 29.08544809",41.00202860,29.08544809
149,PARK,DUT AĞACI PARKI,ATAŞEHİR,"40.97076511 , 29.11296487",40.97076511,29.11296487
150,PARK,ATİK VALİDE  SUYU PARKI,ÜMRANİYE,"41.01367093 , 29.08800155",41.01367093,29.08800155
151,PARK,BEYLERBEYİ PARKI,ÜSKÜDAR,"41.04365278 , 29.04265746",41.04365278,29.04265746
152,PARK,HAVUZBAŞI PARKI,ÜSKÜDAR,"41.04679333 , 29.05374974",41.04679333,29.05374974
153,PARK,DOĞANCILAR PARKI,ÜSKÜDAR,"41.01886800 , 29.01330700",41.01886800,29.01330700
154,PARK,GÜMRÜK PARKI,ÜSKÜDAR,"41.00524502 , 29.01436687",41.00524502,29.01436687
155,PARK,HACIBABA PARKI,ÜSKÜDAR,"41.02918610 , 29.01719391",41.02918610,29.01719391
156,PARK,HAREM-ÜSKÜDAR ARASI SAHİL PARKLARI,ÜSKÜDAR,"41.02035543 , 29.00734484",41.02035543,29.00734484
157,PARK,KANDİLLİ PARKI,ÜSKÜDAR,"41.07439300 , 29.05880200",41.07439300,29.05880200
158,PARK,KISIKLI KARAKOL ARKASI PARKI,ÜSKÜDAR,"41.02354060 , 29.05735195",41.02354060,29.05735195
159,PARK,KISIKLI PARKI,ÜSKÜDAR,"41.02260100 , 29.06308400",41.02260100,29.06308400
160,PARK,KULELİ 1 PARKI,ÜSKÜDAR,"41.05568822 , 29.05209884",41.05568822,29.05209884
161,PARK,KULELİ 2 PARKI,ÜSKÜDAR,"41.06063222 , 29.05267686",41.06063222,29.05267686
162,PARK,KUZGUNCUK PARKI,ÜSKÜDAR,"41.03917100 , 29.03344200",41.03917100,29.03344200
163,PARK,MİLLET PARKI,ÜSKÜDAR,"41.02328200 , 29.05145100",41.02328200,29.05145100
164,PARK,PAŞALİMANI PARKI,ÜSKÜDAR,"41.03276134 , 29.02385920",41.03276134,29.02385920
165,PARK,SELİMİYE PARKI,ÜSKÜDAR,"41.01049945 , 29.01942283",41.01049945,29.01942283
166,PARK,VANİKÖY PARKI,ÜSKÜDAR,"41.06823913 , 29.05733183",41.06823913,29.05733183
167,PARK,ANKARA ÜÇGENİ PARKI,ÜSKÜDAR,"41.00634816 , 29.02139425",41.00634816,29.02139425
1,METRO ÇIKIŞLARI,NURTEPE ACİL METRO ÇIKIŞI,EYÜPSULTAN,"41.07991120 , 28.96331370",41.07991120,28.96331370
2,METRO ÇIKIŞLARI,KAĞITHANE METRO ÇIKIŞI,KAĞITHANE,"41.07948459 , 28.97404253",41.07948459,28.97404253
3,METRO ÇIKIŞLARI,DARÜŞAFAKA METRO İSTASYONU ÇIKIŞI(VE ÇEVRESİ),BEŞİKTAŞ,"41.12998705 , 29.02500987",41.12998705,29.02500987
4,METRO ÇIKIŞLARI,NİSPETİYE METRO İSTASYONU ÇIKIŞI(VE ÇEVRESİ),BEŞİKTAŞ,"41.07731068 , 29.02424902",41.07731068,29.02424902
5,METRO ÇIKIŞLARI,HİSARÜSTÜ BOĞAZİÇİ ÜNİVERSİTESİ METRO İSTASYONU ÇIKIŞI (VE ÇEVRESİ),SARIYER,"41.08504039 , 29.04538393",41.08504039,29.04538393
6,METRO ÇIKIŞLARI,İSTOÇ METRO İSTASYONU,BAĞCILAR,"41.06503287 , 28.82595778",41.06503287,28.82595778
7,METRO ÇIKIŞLARI,TURGUT ÖZAL METRO İSTASYONU,BAĞCILAR,"41.08124964 , 28.79789919",41.08124964,28.79789919
8,METRO ÇIKIŞLARI,BAŞAKKONUTLARI METRO İSTASYONU,BAŞAKŞEHİR,"41.09747858 , 28.79102200",41.09747858,28.79102200
9,METRO ÇIKIŞLARI,METROKENT METRO İSTASYONU,BAŞAKŞEHİR,"41.10720431 , 28.80120099",41.10720431,28.80120099
10,METRO ÇIKIŞLARI,ZİYA GÖKALP METRO İSTASYONU,BAŞAKŞEHİR,"41.07446618 , 28.78731787",41.07446618,28.78731787
11,METRO ÇIKIŞLARI,İKİTELLİ SANAYİ METRO İSTASYONU,KÜÇÜKÇEKMECE,"41.07302448 , 28.80187824",41.07302448,28.80187824
12,METRO ÇIKIŞLARI,GÖZTEPE METRO ÇIKIŞI,BAĞCILAR,"41.05672680 , 28.84666443",41.05672680,28.84666443
13,METRO ÇIKIŞLARI,ORUÇ REİS METRO ÇIKIŞI (DOĞU-BATI),ESENLER,"41.06344738 , 28.85571420",41.06344738,28.85571420
14,METRO ÇIKIŞLARI,YÜZYIL ACİL METRO ÇIKIŞI,ESENLER,"41.06302875 , 28.85637671",41.06302875,28.85637671
15,METRO ÇIKIŞLARI,TEKSTİLKENT METRO ÇIKIŞI,ESENLER,"41.07113384 , 28.86685610",41.07113384,28.86685610
16,METRO ÇIKIŞLARI,KARADENİZ MAHALLESİ METRO ÇIKIŞLARI,GAZİOSMANPAŞA,"41.08134871 , 28.87513876",41.08134871,28.87513876
17,METRO ÇIKIŞLARI,YENİ MAHALLE METRO ÇIKIŞI,GAZİOSMANPAŞA,"41.08396889 , 28.89268041",41.08396889,28.89268041
18,METRO ÇIKIŞLARI,KAZIM KARABEKİR METRO ÇIKIŞI,GAZİOSMANPAŞA,"41.08528703 , 28.90881658",41.08528703,28.90881658
19,METRO ÇIKIŞLARI,KİRAZLI METRO İSTASYONU ÇEVRESİ,BAĞCILAR,"41.03194177 , 28.84257897",41.03194177,28.84257897
20,METRO ÇIKIŞLARI,MAHMUTBEY METRO İSTASYONU ÇIKIŞI VE ÇEVRESİ,BAĞCILAR,"41.05426031 , 28.83056380",41.05426031,28.83056380
21,METRO ÇIKIŞLARI,YENİ MAHALLE METRO İSTASYONU  ÇEVRESİ,BAĞCILAR,"41.04117602 , 28.83586876",41.04117602,28.83586876
22,METRO ÇIKIŞLARI,AKSARAY METRO İSTASYONU VE ÇEVRESİ,FATİH,"41.01145070 , 28.94926429",41.01145070,28.94926429
23,METRO ÇIKIŞLARI,YENİKAPI MARMARAY,FATİH,"41.00569842 , 28.95234883",41.00569842,28.95234883
24,METRO ÇIKIŞLARI,ŞİŞLİ MECİDİYEKÖY METRO İSTASYONU,ŞİŞLİ,"41.06520072 , 28.99684668",41.06520072,28.99684668
25,METRO ÇIKIŞLARI,MECİDİYEKÖY ACİL METRO ÇIKIŞI,ŞİŞLİ,"41.06662035 , 28.98989439",41.06662035,28.98989439
26,METRO ÇIKIŞLARI,ATAKÖY METRO İSTASYONU ÇEVREİ,BAKIRKÖY,"40.980062 , 28.856231",40.980062,28.856231
27,METRO ÇIKIŞLARI,YENİBOSNA METRO İSTASYONU ÇEVRESİ,BAKIRKÖY,"40.989910 , 28.838136",40.989910,28.838136
1,METRO ÇIKIŞLARI,BULGURLU METRO İSTASYONU ÇIKIŞI VE ÇEVRESİ,ÜSKÜDAR,"41.01633226 , 29.07609254",41.01633226,29.07609254
2,METRO ÇIKIŞLARI,FISTIK AĞACI METRO İSTASYONU ÇIKIŞI VE ÇEVRESİ,ÜSKÜDAR,"41.02840709 , 29.02868584",41.02840709,29.02868584
3,METRO ÇIKIŞLARI,NECİP FAZIL METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.01632012 , 29.17886138",41.01632012,29.17886138
4,METRO ÇIKIŞLARI,İMAM HATİP METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.01588298 , 29.15144920",41.01588298,29.15144920
5,METRO ÇIKIŞLARI,ALTINŞEHİR METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.01675725 , 29.14048433",41.01675725,29.14048433
6,METRO ÇIKIŞLARI,IHLAMURKUYU METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.01997902 , 29.13044214",41.01997902,29.13044214
7,METRO ÇIKIŞLARI,ÇAKMAK METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.02175579 , 29.11771774",41.02175579,29.11771774
8,METRO ÇIKIŞLARI,ÜMRANİYE METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.02470211 , 29.08474803",41.02470211,29.08474803
9,METRO ÇIKIŞLARI,YAMANEVLER METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.02435002 , 29.10864115",41.02435002,29.10864115
10,METRO ÇIKIŞLARI,ÇARŞI METRO İSTASYONU ÇIKIŞI,ÜMRANİYE,"41.02605786 , 29.09665704",41.02605786,29.09665704
11,METRO ÇIKIŞLARI,MADENLER METRO İSTASYONU ÇIKIŞI,ÇEKMEKÖY,"41.01450678 , 2918996572",41.01450678,2918996572
1,KENT ORMANI,15 TEMMUZ KENT ORMANI,EYÜPSULTAN,"41.155251174599584 , 28.88812410392055",41.155251174599584,28.88812410392055
2,KENT ORMANI,YAKUPLU B TİPİ MESİRE ALANI,BEYLİKDÜZÜ,"41.005 , 28.669",41.005,28.669
3,KENT ORMANI,HACIOSMAN ATATÜRK KENT ORMANI,SARIYER,"41.13637000 , 29.03176900",41.13637000,29.03176900
1,KENT ORMANI,ÇEKMEKÖY RAHMİ DEMİR KENT ORMANI,ÇEKMEKÖY,"41.01149700 , 29.16110500",41.01149700,29.16110500
1,HATIRA ORMANI,ÇATALCA 15 TEMMUZ HATIRA ORMANI,ÇATALCA,"41.10822976 , 28.55372858",41.10822976,28.55372858
2,HATIRA ORMANI,15 TEMMUZ ŞEHİTLERİ HATIRA ORMANI,SARIYER,"41.20765355 , 29.09832001",41.20765355,29.09832001
1,HATIRA ORMANI,15 TEMMUZ HATIRA ORMANI (OSMANLI HATIRA ORMANI),BEYKOZ,"41.08261838 , 29.09269810",41.08261838,29.09269810
2,HATIRA ORMANI,İSTANBUL KENT ÜNİVERSİTESİ MESUT YILMAZ HATIRA ORMANI,ÜSKÜDAR,"41.03059841 , 29.06691670",41.03059841,29.06691670
1,MESİRE YERİ,BENTLER,SARIYER,"41.18964540868973 , 28.98688373305283",41.18964540868973,28.98688373305283
2,MESİRE YERİ,NEŞET SUYU,SARIYER,"41.18853088452628 , 28.969454124805324",41.18853088452628,28.969454124805324
3,MESİRE YERİ,KÖMÜRCÜ BENT,SARIYER,"41.2055592204629 , 28.960932077323577",41.2055592204629,28.960932077323577
4,MESİRE YERİ,FATİH ÇEŞMESİ,EYÜPSULTAN,"41.169090577336576 , 28.945217982476034",41.169090577336576,28.945217982476034
5,MESİRE YERİ,NEŞET SUYU TABİAT PARKI BAHÇE KÖY GİRİŞİ BAĞLANTI YOLLARI,SARIYER,"41.184159469274576 , 28.988385667181397",41.184159469274576,28.988385667181397
6,MESİRE YERİ,NEŞET SUYU TABİAT PARKI BAHÇE KÖY ÇIKIŞI BAĞLANTI YOLLARI,SARIYER,"41.184159469274576 , 28.988385667181397",41.184159469274576,28.988385667181397
7,MESİRE YERİ,NEŞET SUYU TABİAT PARKI  KURT KEMERİ ÇIKIŞI BAĞLANTI YOLLARI,SARIYER,"41.19714536110495 , 28.919807487266127",41.19714536110495,28.919807487266127
8,MESİRE YERİ,NEŞET SUYU TABİAT PARKI KÖMÜRCÜ BENT BAĞLANTI YOLLARI,SARIYER,"41.189759955932146 , 28.97902610866454",41.189759955932146,28.97902610866454
9,MESİRE YERİ,FALİH RIFKI ATAY TABİAT PARKI,SARIYER,"41.192882421197474 , 28.96131495549079",41.192882421197474,28.96131495549079
10,MESİRE YERİ,NEŞET SUYU TABİAT PARKI KOŞU PARKURU,SARIYER,"41.18733693909232 , 28.967221053640902",41.18733693909232,28.967221053640902
11,MESİRE YERİ,ÇATALCA İNCEĞİZ C TİPİ MESİRE ALANI,ÇATALCA,"41.18107971 , 28.39871407",41.18107971,28.39871407
12,MESİRE YERİ,GÜMÜŞPINAR KÖYKENARI C TİPİ MESİRE ALANI,ÇATALCA,"41.31163178 , 28.28323156",41.31163178,28.28323156
1,MESİRE YERİ,ŞEHİT PİYADE UZMAN ÇAVUŞ ŞAHİN ASLAN MESİRE ALANI (SANCAKTEPE (MEŞELİK )C TİPİ MESİRE ALANI),SANCAKTEPE,"40.97363676 , 29.21750683",40.97363676,29.21750683
1,KORU,HİSARÜSTÜ FATİH KORUSU,SARIYER,"41.08904229 , 29.04357212",41.08904229,29.04357212
2,KORU,SEYRANTEPE KORUSU,KAĞITHANE,"41.09102832 , 28.98661137",41.09102832,28.98661137
3,KORU,HARABELER ÜSTÜ VE SEDİMANTASYON PROJESİ,KAĞITHANE,"41.07922984 , 28.97710562",41.07922984,28.97710562
1,KORU,GÖZDAĞI KORUSU,PENDİK,"40.89036100 , 29.25383900",40.89036100,29.25383900
2,KORU,YAŞAM KORUSU,PENDİK,"40.92996930 , 29.29000139",40.92996930,29.29000139
3,KORU,İDEALTEPE 50. YIL KORUSU,MALTEPE,"40.94115429 , 29.12302315",40.94115429,29.12302315
1,KORU,FLORYA ATATÜRK ORMANI,BAKIRKÖY,"40.97701859 , 28.78909349",40.97701859,28.78909349
2,KORU,YILDIZ KORUSU VE SERALAR,BEŞİKTAŞ,"41.04911500 , 29.01493300",41.04911500,29.01493300
3,KORU,EMİRGAN KORUSU,SARIYER,"41.10932500 , 29.05177300",41.10932500,29.05177300
4,KORU,GÜLHANE KORUSU,FATİH,"41.01417487 , 28.98085669",41.01417487,28.98085669
5,KORU,HIDİV KORUSU,BEYKOZ,"41.10483000 , 29.07460000",41.10483000,29.07460000
6,KORU,BEYKOZ KORUSU,BEYKOZ,"41.13148800 , 29.09446400",41.13148800,29.09446400
7,KORU,BÜYÜKÇAMLICA KORUSU,ÜSKÜDAR,"41.02586000 , 29.06967600",41.02586000,29.06967600
8,KORU,KÜÇÜKÇAMLICA KORUSU,ÜSKÜDAR,"41.01694200 , 29.06392800",41.01694200,29.06392800
