ID,Type,Name,District,Coords,Latitude,Longitude
9,KORU,FETHİPAŞA KORUSU,ÜSKÜDAR,"41.03164100 , 29.02594900",41.03164100,29.02594900
10,KORU,HAREM KORUSU,ÜSKÜDAR,"41.01142844 , 29.01248127",41.01142844,29.01248127
1,KAVŞAK-REFÜJ,ŞENLİKKÖY - YEŞİLYURT ARASI ORTA VE YAN R.,BAKIRKÖY,"40.97847252 , 28.80394220",40.97847252,28.80394220
2,KAVŞAK-REFÜJ,KÜÇÜKÇEKMECE- YEŞİLKÖY ARASI ORTA VE YAN R.,BAKIRKÖY,"40.97524062 , 28.77893329",40.97524062,28.77893329
3,KAVŞAK-REFÜJ,YENİ HAVAALANI CADDESİ,BAKIRKÖY,"40.97495526 , 28.83787536",40.97495526,28.83787536
4,KAVŞAK-REFÜJ,ATAKÖY ORTA VE YAN REFÜJLER,BAKIRKÖY,"40.97343260 , 28.84697835",40.97343260,28.84697835
5,KAVŞAK-REFÜJ,DR.REMZİ KAZANCIGİL BULVARI,BAKIRKÖY,"40.98095101 , 28.86159897",40.98095101,28.86159897
6,KAVŞAK-REFÜJ,FİLDAMI YOLU,BAKIRKÖY,"40.98917959 , 28.88537407",40.98917959,28.88537407
7,KAVŞAK-REFÜJ,İNCİRLİ KAVŞAĞI,BAKIRKÖY,"40.99701036 , 28.87008548",40.99701036,28.87008548
8,KAVŞAK-REFÜJ,İNCİRLİ KAVŞAĞI-ATAKÖY KAVŞAĞI ARASI,BAKIRKÖY,"40.99156050 , 28.85149240",40.99156050,28.85149240
9,KAVŞAK-REFÜJ,ATAKÖY KAVŞAĞI-ÇOBANÇEŞME KAVŞAĞI ARASI,BAKIRKÖY,"40.99200590 , 28.83594632",40.99200590,28.83594632
10,KAVŞAK-REFÜJ,ÇOBANÇEŞME KAVŞAĞI FLORYA KAVŞAĞI ARASI,KÜÇÜKÇEKMECE,"40.99905900 , 28.79970431",40.99905900,28.79970431
11,KAVŞAK-REFÜJ,FLORYA KAVŞAĞI,KÜÇÜKÇEKMECE / BAKIRKÖY,"40.99058061 , 28.79172206",40.99058061,28.79172206
12,KAVŞAK-REFÜJ,ADNAN KAHVECİ BULVARI ORTA REFÜJ,BAKIRKÖY,"40.97882891 , 28.85108471",40.97882891,28.85108471
13,KAVŞAK-REFÜJ,BAKIRKÖY İSTANBUL CADDESİ,BAKIRKÖY,"40.978402 , 28.874407",40.978402,28.874407
14,KAVŞAK-REFÜJ,BAKIRKÖY İNCİRLİ CADDESİ,BAKIRKÖY,"40.986646 , 28.872277",40.986646,28.872277
16,KAVŞAK-REFÜJ,EDİRNEKAPI KAVŞAĞI-VATAN CADDESİ KAVŞAĞI ARASI,BAKIRKÖY,"41.02945319 , 28.93378258",41.02945319,28.93378258
17,KAVŞAK-REFÜJ,ATATÜRK CADDESİ,FATİH,"41.01420725 , 28.95407617",41.01420725,28.95407617
18,KAVŞAK-REFÜJ,EDİRNEKAPI SUR DİPLERİ,FATİH,"41.02945319 , 28.93378258",41.02945319,28.93378258
19,KAVŞAK-REFÜJ,FEVZİPAŞA CADDESİ,FATİH,"41.01830745 , 28.94891024",41.01830745,28.94891024
20,KAVŞAK-REFÜJ,ULUBATLI HASAN KAVŞAĞI,FATİH,"41.02573815 , 28.92934620",41.02573815,28.92934620
21,KAVŞAK-REFÜJ,MİLLET CADDESİ,FATİH,"41.01791484 , 28.92798364",41.01791484,28.92798364
22,KAVŞAK-REFÜJ,VATAN CADDESİ,FATİH,"41.02332610 , 28.93138468",41.02332610,28.93138468
23,KAVŞAK-REFÜJ,VATAN CADDESİ KAVŞAĞI,FATİH,"41.02887045 , 28.92463624",41.02887045,28.92463624
24,KAVŞAK-REFÜJ,10. YIL CADDESİ,ZEYTİNBURNU,"41.00624898 , 28.92107964",41.00624898,28.92107964
25,KAVŞAK-REFÜJ,TOPKAPI KAVŞAĞI VE ÇEVRESİ,ZEYTİNBURNU,"41.01891861 , 28.92245293",41.01891861,28.92245293
26,KAVŞAK-REFÜJ,VATAN CADDESİ KAVŞAĞI-OSMANİYE KAVŞAĞI ARASI,ZEYTİNBURNU,"41.01935573 , 28.91628385",41.01935573,28.91628385
27,KAVŞAK-REFÜJ,OSMANİYE KAVŞAĞI,ZEYTİNBURNU,"41.01347056 , 28.90475571",41.01347056,28.90475571
28,KAVŞAK-REFÜJ,OSMANİYE KAVŞAĞI-İNCİRLİ KAVŞAĞI ARASI,ZEYTİNBURNU,"41.00475113 , 28.89363527",41.00475113,28.89363527
29,KAVŞAK-REFÜJ,ÇATLADIKAPI PARKI-YENİKAPI ARASI,FATİH,"41.00085981 , 28.94412732",41.00085981,28.94412732
30,KAVŞAK-REFÜJ,SARAYBURNU PARKI-ÇATLADIKAPI PARKI ARASI,FATİH,"41.00381840 , 28.98239815",41.00381840,28.98239815
31,KAVŞAK-REFÜJ,YEDİKULE KAVŞAĞI,ZEYTİNBURNU,"40.98881110 , 28.91898751",40.98881110,28.91898751
32,KAVŞAK-REFÜJ,TEM HADIMKÖY KAVŞAK - ÇATALCA KAVŞAK ARASI,ARNAVUTKÖY,"41.10439790 , 28.58827972",41.10439790,28.58827972
33,KAVŞAK-REFÜJ,TEM TAHTAKALE KÖPRÜSÜ - TEM ISPARTAKULE VİYADÜK ARASI,BAŞAKŞEHİR,"41.05667664 , 28.71123648",41.05667664,28.71123648
34,KAVŞAK-REFÜJ,BAHÇEŞEHİR KÖPRÜLÜ KAVŞAĞI,BAŞAKŞEHİR,"41.04692562 , 28.69003630",41.04692562,28.69003630
35,KAVŞAK-REFÜJ,TEM ISPARTAKULE VİYADÜK - TEM AVCILAR KAVŞAK ARASI,BAŞAKŞEHİR / AVCILAR,"41.05672195 , 28.68818235",41.05672195,28.68818235
36,KAVŞAK-REFÜJ,TEM AVCILAR KAVŞAK,BAŞAKŞEHİR / AVCILAR,"41.05605855 , 28.68301105",41.05605855,28.68301105
37,KAVŞAK-REFÜJ,BAHÇEŞEHİR KÖPRÜLÜ KAVŞAĞI - ESENYURT KÖPRÜLÜ KAVŞAK ARASI,BAŞAKŞEHİR / ESENYURT,"41.04313875 , 28.69068861",41.04313875,28.69068861
38,KAVŞAK-REFÜJ,TEM KUMBURGAZ KAVŞAĞI,BÜYÜKÇEKMECE,"41.05890302 , 28.46567917",41.05890302,28.46567917
39,KAVŞAK-REFÜJ,TEM KUMBURGAZ KAVŞAK - E5 KUMBURGAZ ARASI,BÜYÜKÇEKMECE,"41.04971224 , 28.46945572",41.04971224,28.46945572
40,KAVŞAK-REFÜJ,TEM ÇATALCA KAVŞAK,ÇATALCA,"41.08923968 , 28.50818682",41.08923968,28.50818682
41,KAVŞAK-REFÜJ,TEM ÇATALCA - TEM KUMBURGAZ ARASI,ÇATALCA,"41.07155443 , 28.50719547",41.07155443,28.50719547
42,KAVŞAK-REFÜJ,ESENYURT KÖPRÜLÜ KAVŞAK,ESENYURT,"41.03086064 , 28.68743992",41.03086064,28.68743992
43,KAVŞAK-REFÜJ,TEM HADIMKÖY KAVŞAK,ESENYURT,"41.08756743 , 28.63560677",41.08756743,28.63560677
44,KAVŞAK-REFÜJ,"ESENYURT KÖPRÜLÜ KAVŞAK - HARAMİDERE TEM BAĞLANTI
YOLU KATILIM YOLLARI KAVŞAĞI ARASI",ESENYURT / AVCILAR,"41.02437916 , 28.68201542",41.02437916,28.68201542
45,KAVŞAK-REFÜJ,HARAMİDERE TEM BAĞLANTI YOLU KATILIM YOLLARI KAVŞAĞI,ESENYURT / AVCILAR,"41.01774161 , 28.67883968",41.01774161,28.67883968
46,KAVŞAK-REFÜJ,"HARAMİDERE TEM BAĞLANTI YOLU KATILIM YOLLARI KAVŞAĞI -
E5 HARAMİDERE KAVŞAĞI ARASI",ESENYURT / AVCILAR,"41.01261891 , 28.67865086",41.01261891,28.67865086
47,KAVŞAK-REFÜJ,TEM AVCILAR KAVŞAK - TEM HADIMKÖY KAVŞAK ARASI,ESENYURT / BAŞAKŞEHİR,"41.06376974 , 28.65260983",41.06376974,28.65260983
48,KAVŞAK-REFÜJ,TEM HADIMKÖY KAVŞAK - E5 HADIMKÖY ARASI,ESENYURT / BÜYÜKÇEKMECE,"41.06691479 , 28.62084389",41.06691479,28.62084389
49,KAVŞAK-REFÜJ,TEM MAHMUTBEY GİŞELER - TEM TAHTAKALE KÖPRÜSÜ ARASI,KÜÇÜKÇEKMECE,"41.06226834 , 28.77606869",41.06226834,28.77606869
50,KAVŞAK-REFÜJ,TEM KUMBURGAZ - SELİMPAŞA KAVŞAK ARASI,SİLİVRİ,"41.05065727 , 28.44015312",41.05065727,28.44015312
51,KAVŞAK-REFÜJ,TEM SELİMPAŞA KAVŞAK,SİLİVRİ,"41.07013734 , 28.38511848",41.07013734,28.38511848
52,KAVŞAK-REFÜJ,TEM SELİMPAŞA KAVŞAK - E5 ARASI,SİLİVRİ,"41.06466926 , 28.37950087",41.06466926,28.37950087
53,KAVŞAK-REFÜJ,TEM SELİMPAŞA KAVŞAK - TEM SİLİVRİ KAVŞAK ARASI,SİLİVRİ,"41.08529064 , 28.36818157",41.08529064,28.36818157
54,KAVŞAK-REFÜJ,TEM SİLİVRİ KAVŞAK,SİLİVRİ,"41.11142442 , 28.26549196",41.11142442,28.26549196
55,KAVŞAK-REFÜJ,TEM SİLİVRİ KAVŞAK - E5 SİLİVRİ ARASI,SİLİVRİ,"41.09707957 , 28.25403786",41.09707957,28.25403786
56,KAVŞAK-REFÜJ,TEM SİLİVRİ KAVŞAK - TEM KINALI ARASI,SİLİVRİ,"41.12201288 , 28.22652912",41.12201288,28.22652912
57,KAVŞAK-REFÜJ,TEM KINALI KAVŞAK,SİLİVRİ,"41.11957526 , 28.18660069",41.11957526,28.18660069
58,KAVŞAK-REFÜJ,TEM KINALI KAVŞAK - E5 KINALI ARASI,SİLİVRİ,"41.09688876 , 28.14948750",41.09688876,28.14948750
59,KAVŞAK-REFÜJ,TEM KINALI KAVŞAK - ÇERKEZKÖY KAVŞAK ARASI,SİLİVRİ,"41.15579403 , 28.14161682",41.15579403,28.14161682
60,KAVŞAK-REFÜJ,TEM ÇERKEZKÖY KAVŞAK,SİLİVRİ,"41.19203155 , 28.08520031",41.19203155,28.08520031
61,KAVŞAK-REFÜJ,ÇATALCA ÇAKIL KAVŞAĞI,ÇATALCA,"41.13081537 , 28.47339749",41.13081537,28.47339749
62,KAVŞAK-REFÜJ,ÇATALCA AHMEDİYE KAVŞAĞI,ÇATALCA,"41.08716311 , 28.51485372",41.08716311,28.51485372
63,KAVŞAK-REFÜJ,ÇATALCA AHMEDİYE KAVŞAĞI - ÇATALCA KUZEY MARMARA OTOYOLU BAĞLANTI KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,ÇATALCA,"41.10338251 , 28.50780487",41.10338251,28.50780487
64,KAVŞAK-REFÜJ,ÇATALCA ÇAKIL KAVŞAĞI - ÇATALCA ARASI ORTA VE YAN REFÜJLER,ÇATALCA,"41.13255277 , 28.47091913",41.13255277,28.47091913
65,KAVŞAK-REFÜJ,ÇATALCA KUZEY MARMARA OTOYOLU BAĞLANTI KAVŞAĞI – ÇAKIL KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,ÇATALCA,"41.11812687 , 28.49606752",41.11812687,28.49606752
66,KAVŞAK-REFÜJ,ÇATALCA KUZEY MARMARA OTOYOLU BAĞLANTI KAVŞAĞI,ÇATALCA,"41.11052876 , 28.50394249",41.11052876,28.50394249
67,KAVŞAK-REFÜJ,D100 MİMARSİNAN KAVŞAĞI - ÇATALCA AHMEDİYE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,ÇATALCA,"41.06336851 , 28.53235245",41.06336851,28.53235245
68,KAVŞAK-REFÜJ,İNÖNÜ STADI ETRAFI,BEŞİKTAŞ,"41.04024099 , 28.99317741",41.04024099,28.99317741
69,KAVŞAK-REFÜJ,BEŞİKTAŞ-BEBEK ORTA VE YAN REFÜJLER,BEŞİKTAŞ,"41.07597862 , 29.04313087",41.07597862,29.04313087
70,KAVŞAK-REFÜJ,KARAKÖY-FINDIKLI ORTA VE YAN REFÜJLER,BEŞİKTAŞ,"41.03136324 , 28.98911119",41.03136324,28.98911119
71,KAVŞAK-REFÜJ,BEŞİKTAŞ SAHİL-DOLMABAHÇE ORTA VE YAN REFÜJLER,BEŞİKTAŞ,"41.04060514 , 29.00021553",41.04060514,29.00021553
72,KAVŞAK-REFÜJ,BARBAROS BULVARI BAĞLANTI YOLU,BEŞİKTAŞ,"41.05445747 , 29.01133597",41.05445747,29.01133597
73,KAVŞAK-REFÜJ,BARBAROS BULVARI,BEŞİKTAŞ,"41.05472445 , 29.00941014",41.05472445,29.00941014
74,KAVŞAK-REFÜJ,TURABİ BABA-BAHARİYE CADDESİ,BEYOĞLU,"41.03201879 , 28.96621853",41.03201879,28.96621853
75,KAVŞAK-REFÜJ,PERŞEMBE PAZARI,BEYOĞLU,"41.02369371 , 28.97041954",41.02369371,28.97041954
76,KAVŞAK-REFÜJ,BİZANS ÇÖPLÜĞÜ-DOLAPDERE ORTA REFÜJ-İPLİKÇİ KAVŞAĞI,BEYOĞLU,"41.04222760 , 28.98358047",41.04222760,28.98358047
77,KAVŞAK-REFÜJ,TARLABAŞI-AZAPKAPI,BEYOĞLU,"41.03619071 , 28.97899389",41.03619071,28.97899389
78,KAVŞAK-REFÜJ,KASIMPAŞA STADI ETRAFI,BEYOĞLU,"41.03347151 , 28.97421956",41.03347151,28.97421956
79,KAVŞAK-REFÜJ,GÜMÜŞSUYU-İTÜ YAMAÇLAR,BEYOĞLU,"41.03828669 , 28.99284482",41.03828669,28.99284482
80,KAVŞAK-REFÜJ,PİYALEPAŞA BULVARI,BEYOĞLU,"41.04338474 , 28.96733165",41.04338474,28.96733165
81,KAVŞAK-REFÜJ,DOLMABAHÇE YAMAÇLAR,ŞİŞLİ,"41.03981210 , 28.99554312",41.03981210,28.99554312
82,KAVŞAK-REFÜJ,ÇAĞLAYAN BAĞ. YOL.-A.HÜRRİYET ORTA REFÜJ,ŞİŞLİ,"41.06751013 , 28.98449242",41.06751013,28.98449242
83,KAVŞAK-REFÜJ,CUMHURİYET CADDESİ,ŞİŞLİ,"41.04474010 , 28.98646653",41.04474010,28.98646653
84,KAVŞAK-REFÜJ,KADIRGALAR CADDESİ,ŞİŞLİ,"41.04624109 , 28.99134815",41.04624109,28.99134815
85,KAVŞAK-REFÜJ,BOĞAZİÇİ KÖPRÜSÜ-ZİNCİRLİKUYU KAVŞAĞI ARASI,BEŞİKTAŞ,"41.06251507 , 29.01525736",41.06251507,29.01525736
86,KAVŞAK-REFÜJ,ZİNCİRLİKUYU KAVŞAĞI,BEŞİKTAŞ,"41.06677404 , 29.01211381",41.06677404,29.01211381
87,KAVŞAK-REFÜJ,HALICIOĞLU KAVŞAĞI,BEYOĞLU,"41.04810202 , 28.94435145",41.04810202,28.94435145
88,KAVŞAK-REFÜJ,OKMEYDANI KAVŞAĞI-HALICIOĞLU KAVŞAĞI ARASI,BEYOĞLU,"41.05140302 , 28.94952253",41.05140302,28.94952253
89,KAVŞAK-REFÜJ,ÇAĞLAYAN KAVŞAĞI,ŞİŞLİ,"41.06785795 , 28.97802830",41.06785795,28.97802830
90,KAVŞAK-REFÜJ,ÇAĞLAYAN KAVŞAĞI-OKMEYDANI KAVŞAĞI ARASI,KAĞITHANE,"41.05900010 , 28.96488547",41.05900010,28.96488547
91,KAVŞAK-REFÜJ,OKMEYDANI KAVŞAĞI,KAĞITHANE,"41.05517308 , 28.96031527",41.05517308,28.96031527
92,KAVŞAK-REFÜJ,ZİNCİRLİKUYU KAVŞAĞI-ÇAĞLAYAN KAVŞAĞI ARASI,ŞİŞLİ,"41.06733218 , 28.98878932",41.06733218,28.98878932
93,KAVŞAK-REFÜJ,DARÜLACEZE-SSK ÖNÜ,ŞİŞLİ,"41.06038346 , 28.96691322",41.06038346,28.96691322
94,KAVŞAK-REFÜJ,KASIMPAŞA HAMAM ÖNÜ,BEYOĞLU,"41.03381141 , 28.96816313",41.03381141,28.96816313
95,KAVŞAK-REFÜJ,AŞİYAN-BALTALİMANI ARASI ORTA VE YAN  REFÜJ,BEŞİKTAŞ,"41.08146193 , 29.05432642",41.08146193,29.05432642
96,KAVŞAK-REFÜJ,FSM-LEVENT BAĞLANTISI ARASI ORTA VE YAN REFÜJ,BEŞİKTAŞ,"41.09087468 , 29.02020872",41.09087468,29.02020872
97,KAVŞAK-REFÜJ,SABANCI KAVŞAĞI,BEŞİKTAŞ,"41.08418724 , 29.00916338",41.08418724,29.00916338
98,KAVŞAK-REFÜJ,VADİ İSTANBUL,KAĞITHANE,"41.10652728 , 28.98838699",41.10652728,28.98838699
99,KAVŞAK-REFÜJ,BAHÇEKÖY BAĞLANTI YOLLARI,SARIYER,"41.17353815 , 28.99033159",41.17353815,28.99033159
100,KAVŞAK-REFÜJ,BALTALİMANI ÇAYIRBAŞI ARASI ORTA VE YAN REFÜJLER,SARIYER,"41.12724748 , 29.07000124",41.12724748,29.07000124
101,KAVŞAK-REFÜJ,BALTALİMANI TEM BAĞLANTI KAVŞAĞI,SARIYER,"41.09178435 , 29.04748678",41.09178435,29.04748678
102,KAVŞAK-REFÜJ,BALTALİMANI-LEVENT BAĞLANTI YOLU,SARIYER,"41.09361577 , 29.02540684",41.09361577,29.02540684
103,KAVŞAK-REFÜJ,CUMHURBAŞKANLIĞI GİRİŞİ,SARIYER,"41.12861122 , 29.06039625",41.12861122,29.06039625
104,KAVŞAK-REFÜJ,DARÜŞŞAFAKA CADDESİ,SARIYER,"41.12428554 , 29.03083563",41.12428554,29.03083563
105,KAVŞAK-REFÜJ,İSTİNYE ABC YOLLARI,SARIYER,"41.12712121 , 29.03720587",41.12712121,29.03720587
106,KAVŞAK-REFÜJ,İSTİNYE BAYIRI CADDESİ ORTA VE YAN REFÜJ,SARIYER,"41.11177160 , 29.03925776",41.11177160,29.03925776
107,KAVŞAK-REFÜJ,SARIYER TÜNELİ BAĞLANTI YOLLARI,SARIYER,"41.15749361 , 29.02653873",41.15749361,29.02653873
108,KAVŞAK-REFÜJ,TARABYA BAYIRI CADDESİ,SARIYER,"41.13586776 , 29.03917525",41.13586776,29.03917525
109,KAVŞAK-REFÜJ,ZİNCİRLİKUYU - AKMERKEZ YOLU ARASI ORTA VE YAN REFÜJ,SARIYER,"41.07349561 , 29.02294993",41.07349561,29.02294993
110,KAVŞAK-REFÜJ,ZİNCİRLİKUYU - HACIOSMAN ARASI ORTA VE  YAN REFÜJ,SARIYER,"41.08397698 , 29.00882006",41.08397698,29.00882006
111,KAVŞAK-REFÜJ,ZİNCİRLİKUYU-AKMERKEZ ARASI,SARIYER,"41.07349561 , 29.02294993",41.07349561,29.02294993
112,KAVŞAK-REFÜJ,BAHÇEKÖY CADDESİ ORTA REFÜJ,SARIYER,"41.17353815 , 28.99033159",41.17353815,28.99033159
113,KAVŞAK-REFÜJ,KEMERBURGAZ OTOYOLU ORTA VE YAN REFÜJ,EYÜPSULTAN,"41.13813640 , 28.92056465",41.13813640,28.92056465
114,KAVŞAK-REFÜJ,HASDAL KAVŞAĞI,EYÜPSULTAN,"41.09655888 , 28.96399498",41.09655888,28.96399498
115,KAVŞAK-REFÜJ,SELANİK VE İSTANBUL CADDESİ ORTA VE YAN REFÜJ,EYÜPSULTAN,"41.17078829 , 28.90414953",41.17078829,28.90414953
116,KAVŞAK-REFÜJ,FSM KÖPRÜSÜ-GİŞELER ARASI ORTA VE YAN REFÜJ,SARIYER,"41.09103236 , 29.05053377",41.09103236,29.05053377
117,KAVŞAK-REFÜJ,GİŞELER-HARB AKAKADEMİLERİ ARASI ORTA VE YAN REFÜJ,SARIYER,"41.09256463 , 29.03024554",41.09256463,29.03024554
118,KAVŞAK-REFÜJ,HARB AKADEİLERİ.-HASDAL KAVŞAĞI ARASI ORTA VE YAN REFÜJ,SARIYER,"41.10196771 , 28.99082780",41.10196771,28.99082780
119,KAVŞAK-REFÜJ,HARP AKADEMİLERİ KAVŞAĞI,SARIYER,"41.09959888 , 29.00783300",41.09959888,29.00783300
120,KAVŞAK-REFÜJ,ZEKERİYAKÖY-KUMKÖY CADDESİ ORTA VE YAN REFÜJ,SARIYER,"41.20853353 , 29.02625793",41.20853353,29.02625793
121,KAVŞAK-REFÜJ,A 0 KAVŞAĞI,BAŞAKŞEHİR,"41.06614310 , 28.81118417",41.06614310,28.81118417
122,KAVŞAK-REFÜJ,BAHÇEŞEHİR ISPARTAKULE CADDESİ YAMAÇ-CAMİ ÖNÜ,BAŞAKŞEHİR,"41.07686423 , 28.69442225",41.07686423,28.69442225
123,KAVŞAK-REFÜJ,YAŞAR DOĞU BULVARI,BAŞAKŞEHİR,"41.07347135 , 28.81396294",41.07347135,28.81396294
124,KAVŞAK-REFÜJ,MASKO ÖNÜ YAMAÇLAR,BAŞAKŞEHİR,"41.06537464 , 28.78713012",41.06537464,28.78713012
125,KAVŞAK-REFÜJ,İKİTELLİ KAVŞAĞI,BAŞAKŞEHİR,"41.06145534 , 28.81163478",41.06145534,28.81163478
126,KAVŞAK-REFÜJ,ATATÜRK BULVARI,BAŞAKŞEHİR,"41.07712708 , 28.80886674",41.07712708,28.80886674
127,KAVŞAK-REFÜJ,BAŞAKŞEHİR HÜRRİYET BULVARI,BAŞAKŞEHİR,"41.10884736 , 28.79542351",41.10884736,28.79542351
128,KAVŞAK-REFÜJ,FATİH TERİM YOLU HABİBLER BAĞLANTI YOLU,BAŞAKŞEHİR,"41.12632214 , 28.80672097",41.12632214,28.80672097
129,KAVŞAK-REFÜJ,KAYABAŞI MAHALLESİ 11.12.13.14.15.16.17. ETAPLARI,BAŞAKŞEHİR,"41.12533618 , 28.79645348",41.12533618,28.79645348
130,KAVŞAK-REFÜJ,ESENKENT BAHÇEŞEHİR YOLU CADDESİ VE MERCEDES BULVARI,BAŞAKŞEHİR,"41.06645453 , 28.66997123",41.06645453,28.66997123
131,KAVŞAK-REFÜJ,SÜTLÜCE ORTA VE YAN REFÜJ,BEYOĞLU,"41.05470018 , 28.94901216",41.05470018,28.94901216
132,KAVŞAK-REFÜJ,HASKÖY TÜNEL GİRİŞİ,BEYOĞLU,"41.03945199 , 28.95432830",41.03945199,28.95432830
133,KAVŞAK-REFÜJ,AYVANSARAY KAVŞAĞI,EYÜPSULTAN,"41.03934679 , 28.93751621",41.03934679,28.93751621
134,KAVŞAK-REFÜJ,EYÜP BULVARI,EYÜPSULTAN,"41.04622288 , 28.93248439",41.04622288,28.93248439
135,KAVŞAK-REFÜJ,M. FEVZİ ÇAKMAK CAD. - FSM BULVARI ARASI,EYÜPSULTAN,"41.04622288 , 28.93248439",41.04622288,28.93248439
136,KAVŞAK-REFÜJ,AKŞEMSETTİN BULVARI,EYÜPSULTAN,"41.08230298 , 28.91668618",41.08230298,28.91668618
137,KAVŞAK-REFÜJ,FESHANE ALİBEYKÖY MERKEZ ARASI ORTA VE YAN REFUJ,EYÜPSULTAN,"41.04330382 , 28.93762350",41.04330382,28.93762350
138,KAVŞAK-REFÜJ,NURTEPE VİYADÜK ÇEVRESİ,EYÜPSULTAN,"41.08210889 , 28.96107137",41.08210889,28.96107137
139,KAVŞAK-REFÜJ,KAZIM KARABEKİR CAD.- SÜNNET KÖPRÜSÜ ARASI,EYÜPSULTAN,"41.06416 , 28.95073",41.06416,28.95073
140,KAVŞAK-REFÜJ,ATATÜRK BULVARI(EYÜP İLÇESİ),EYÜPSULTAN,"41.08627360 , 28.94275188",41.08627360,28.94275188
141,KAVŞAK-REFÜJ,AYVANSARAY HASTANE ÖNÜ ORTA VE YAN REFÜJ,FATİH,"41.03846068 , 28.94503444",41.03846068,28.94503444
142,KAVŞAK-REFÜJ,CİBALİ ORTA REFÜJ,FATİH,"41.02439454 , 28.95974100",41.02439454,28.95974100
143,KAVŞAK-REFÜJ,SİRKECİ-UNKAPANI ARASI ORTA VE YAN REFÜJ,FATİH,"41.01646178 , 28.97641361",41.01646178,28.97641361
144,KAVŞAK-REFÜJ,UNKAPANI KAVŞAĞI,FATİH,"41.02231835 , 28.96092117",41.02231835,28.96092117
145,KAVŞAK-REFÜJ,ALİBEYKÖY - KÜÇÜKKÖY ARASI ORTA VE YAN REFÜJ,GAZİOSMANPAŞA,"41.07434486 , 28.94168973",41.07434486,28.94168973
146,KAVŞAK-REFÜJ,KAĞITHANE SADABAT TÜNEL ÇIKIŞI,KAĞITHANE,"41.06432709 , 28.95358801",41.06432709,28.95358801
147,KAVŞAK-REFÜJ,SADABAT ORTA VE YAN REFÜJ,KAĞITHANE,"41.06668102 , 28.96008432",41.06668102,28.96008432
148,KAVŞAK-REFÜJ,HASDAL-OKMEY.ORT.REFÜJ,KAĞITHANE / EYÜP,"41.09539055 , 28.96347463",41.09539055,28.96347463
149,KAVŞAK-REFÜJ,TEK LOJMANLARI ÇEVRESİ,KAĞITHANE,"41.09594036 , 28.96042764",41.09594036,28.96042764
150,KAVŞAK-REFÜJ,T6A HASDAL KAVŞAĞI - OKMEYDANI KAVŞAĞI ARASI,KAĞITHANE,"41.06183960 , 28.95888805",41.06183960,28.95888805
151,KAVŞAK-REFÜJ,T6B HASDAL KAVŞAĞI - OKMEYDANI KAVŞAĞI ARASI,KAĞITHANE,"41.07101251 , 28.95705342",41.07101251,28.95705342
152,KAVŞAK-REFÜJ,T6C HASDAL KAVŞAĞI - OKMEYDANI KAVŞAĞI ARASI,KAĞITHANE,"41.05828010 , 28.95665646",41.05828010,28.95665646
153,KAVŞAK-REFÜJ,CENDERE CADDESİ VE ÇEVRESİ,KAĞITHANE,"41.08057233 , 28.97537755",41.08057233,28.97537755
154,KAVŞAK-REFÜJ,METRİS KAVŞAĞI HAL KAVŞAĞI ARASI YAN VE ORTA REFUJ,BAYRAMPAŞA,"41.07078604 , 28.87894750",41.07078604,28.87894750
155,KAVŞAK-REFÜJ,METRİS KAVŞAĞI,SULTANGAZİ / GAZİOSMANPAŞA,"41.08003453 , 28.87220442",41.08003453,28.87220442
156,KAVŞAK-REFÜJ,15 TEMMUZ OTOGAR KAVŞAĞI VE ORA AVM ÖNÜ,BAYRAMPAŞA / ESENLER,"41.04338878 , 28.88573885",41.04338878,28.88573885
157,KAVŞAK-REFÜJ,METRİS KAVŞAĞI İKİTELLİ KAVŞAĞI ARASI YAN VE ORTA REFUJ,ESENLER / BAĞCILAR,"41.07306694 , 28.86785924",41.07306694,28.86785924
158,KAVŞAK-REFÜJ,GİYİMKENT-BATIŞEHİR-MAHMUTBEY-İSTOÇ ARASI ORTA VE YAN REFUJ,ESENLER / BAĞCILAR,"41.06556878 , 28.84370327",41.06556878,28.84370327
159,KAVŞAK-REFÜJ,ASKERİ KUŞAKLAMA YOLU,SULTANGAZİ,"41.10033460 , 28.85552645",41.10033460,28.85552645
160,KAVŞAK-REFÜJ,ESENLER İPEKYOLU CADDESİ,ESENLER,"41.05975650 , 28.87217224",41.05975650,28.87217224
161,KAVŞAK-REFÜJ,ESENLER KÖPRÜLÜ KAVŞAK,ESENLER,"41.04527820 , 28.88423145",41.04527820,28.88423145
162,KAVŞAK-REFÜJ,ESENLER KAVŞAĞI VATAN KAVŞAĞI ARASI,BAYRAMPAŞA / ESENLER,"41.04502736 , 28.89127493",41.04502736,28.89127493
163,KAVŞAK-REFÜJ,GİYİMKENT ANA ARTERLER VE VADİ CADDESİ,ESENLER,"41.06715422 , 28.87101352",41.06715422,28.87101352
164,KAVŞAK-REFÜJ,HAL KAVŞAĞI,BAYRAMPAŞA,"41.05606340 , 28.88660252",41.05606340,28.88660252
165,KAVŞAK-REFÜJ,HAL YOLU,BAYRAMPAŞA,"41.05168238 , 28.88584614",41.05168238,28.88584614
